ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,13.8,360.0,360.0,0.0,0.0,-47.1,11.7,-25.8,15,0.337,0.337,-0.837
50,1,0,6,trans,28.9,360.0,360.0,0.0,0.0,-47.7,14.9,2.6,16,0.747,0.747,-1.187
50,2,1,6,trans,-9.0,360.0,360.0,0.0,0.0,-36.6,32.9,54.9,19,0.17,0.17,-0.693
50,3,0,6,trans,-17.3,360.0,360.0,0.0,0.0,-21.3,28.2,23.3,19,0.376,0.376,-0.87
50,4,1,6,trans,-22.4,360.0,360.0,0.0,0.0,-30.7,21.4,16.6,19,0.002,0.002,-0.55
50,5,0,6,trans,-32.0,360.0,360.0,0.0,0.0,-43.8,18.6,25.0,19,0.315,0.315,-0.817
50,6,1,6,trans,-53.5,360.0,360.0,0.0,0.0,-39.7,15.7,11.1,19,0.013,0.013,-0.559
50,7,0,6,trans,23.5,360.0,360.0,0.0,0.0,-25.1,22.3,16.6,19,0.619,0.619,-1.077
50,8,1,6,trans,1.9,360.0,360.0,0.0,0.0,-28.5,22.7,22.6,19,0.501,0.501,-0.977
50,9,0,6,trans,-21.4,360.0,360.0,-47.8,0.0,-41.4,17.9,-4.6,19,0.309,0.309,-0.812
50,10,1,6,trans,39.6,360.0,360.0,0.0,0.0,-38.4,19.5,14.8,19,0.993,0.993,-1.398
50,11,0,6,trans,-11.0,360.0,360.0,0.0,0.0,-24.1,25.2,24.3,19,0.006,0.006,-0.553
50,12,1,6,trans,-24.3,360.0,360.0,0.0,0.0,-28.0,22.8,19.3,19,0.505,0.505,-0.98
50,13,0,6,trans,-18.0,360.0,360.0,-30.4,1.6,-38.6,23.6,14.8,19,0.732,0.732,-1.174
50,14,1,6,trans,-24.8,360.0,360.0,-34.5,11.6,-27.2,24.6,44.0,19,0.002,0.002,-0.55
50,15,0,6,trans,54.8,360.0,360.0,-33.4,4.6,-20.4,27.5,32.4,19,1.156,1.156,-1.537
50,16,1,6,trans,-4.0,360.0,360.0,-32.5,9.5,-44.7,28.0,37.0,19,0.002,0.002,-0.55
50,17,0,6,trans,22.5,360.0,360.0,-32.4,5.6,-47.3,18.9,28.8,19,0.586,0.586,-1.049
50,18,1,6,trans,-30.7,360.0,360.0,-33.4,8.6,-26.6,22.9,34.0,19,0.002,0.002,-0.55
50,19,0,6,trans,10.5,360.0,360.0,-26.8,0.0,-27.2,17.7,-2.2,19,0.29,0.29,-0.796
50,20,1,7,peak,-45.0,360.0,360.0,-33.4,8.6,-30.5,20.1,36.8,19,0.002,0.002,-0.55
