ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,-42.0,360.0,360.0,0.0,0.0,48.9,18.6,59.7,15,0.004,0.004,-1.418
50,1,0,6,trans,-48.3,360.0,360.0,0.0,0.0,47.8,14.8,60.0,16,0.0,0.0,-1.415
50,2,1,6,trans,-55.2,360.0,360.0,0.0,0.0,-33.3,32.0,49.2,19,0.758,0.758,-2.01
50,3,0,6,trans,-27.5,360.0,360.0,0.0,0.0,-6.8,39.8,54.0,19,1.242,1.242,-2.389
50,4,1,6,trans,54.8,360.0,360.0,0.0,0.0,25.5,46.7,59.9,19,1.516,1.516,-2.604
50,5,0,6,trans,93.7,360.0,360.0,0.0,0.0,32.6,37.6,59.8,19,2.484,2.484,-3.364
50,6,1,6,trans,-14.1,360.0,360.0,0.0,0.0,-41.6,21.7,22.4,19,0.762,0.762,-2.013
50,7,0,6,trans,-9.8,360.0,360.0,0.0,0.0,-52.4,10.3,-12.9,19,1.576,1.576,-2.651
50,8,1,6,trans,-59.7,360.0,360.0,0.0,0.0,20.8,47.6,59.9,19,0.004,0.004,-1.418
50,9,0,6,trans,25.0,360.0,360.0,0.0,0.0,27.4,46.6,59.8,19,1.296,1.296,-2.431
50,10,1,6,trans,-97.6,360.0,360.0,0.0,0.0,-40.3,24.0,39.4,19,0.87,0.87,-2.098
50,11,0,6,trans,97.4,360.0,360.0,0.0,0.0,-34.0,31.3,46.7,19,1.269,1.269,-2.41
50,12,1,6,trans,62.5,360.0,360.0,0.0,0.0,30.6,36.9,59.7,19,0.909,0.909,-2.128
50,13,0,6,trans,74.3,360.0,360.0,-32.5,0.0,33.8,38.2,59.8,19,1.296,1.296,-2.431
50,14,1,6,trans,65.2,360.0,360.0,0.0,0.0,35.3,28.6,59.3,19,0.955,0.955,-2.164
50,15,0,6,trans,-83.3,360.0,360.0,45.7,0.0,-42.5,17.5,16.5,19,1.95,1.95,-2.945
50,16,1,6,trans,-49.5,360.0,360.0,-9.4,0.0,-23.9,36.7,44.8,19,0.916,0.916,-2.134
50,17,0,6,trans,72.3,360.0,360.0,-42.4,0.0,33.9,38.7,59.8,19,1.923,1.923,-2.924
50,18,1,6,trans,-33.5,360.0,360.0,-2.6,49.6,22.0,43.9,59.6,19,0.004,0.004,-1.418
50,19,0,6,trans,-47.2,360.0,360.0,-9.5,31.4,-45.3,17.4,13.8,19,0.962,0.962,-2.169
50,20,1,7,peak,-1.1,360.0,360.0,-10.5,41.6,-43.5,18.0,10.4,19,0.004,0.004,-1.418
50,21,0,7,peak,-49.8,360.0,360.0,-11.0,29.9,36.4,38.7,59.8,19,0.0,0.0,-1.415
50,22,1,7,peak,-34.3,360.0,360.0,31.1,0.0,34.1,39.1,59.7,19,0.004,0.004,-1.418
50,23,0,7,peak,-68.2,360.0,360.0,18.9,0.0,-31.7,27.2,39.4,19,0.0,0.0,-1.415
50,24,1,7,peak,-89.3,360.0,360.0,-5.6,29.3,-43.4,21.3,20.5,19,0.004,0.004,-1.418
50,25,0,7,peak,-53.2,360.0,360.0,0.0,0.0,33.9,36.9,60.0,19,0.24,0.24,-1.604
50,26,1,7,peak,-22.0,360.0,360.0,-9.4,33.1,35.9,35.9,59.6,19,0.004,0.004,-1.418
50,27,0,7,peak,18.2,360.0,360.0,3.5,27.4,-37.5,22.9,19.6,19,0.481,0.481,-1.792
50,28,1,7,peak,-43.9,360.0,360.0,-42.6,0.0,18.2,34.0,58.9,19,0.004,0.004,-1.418
50,29,0,7,peak,-61.0,360.0,360.0,31.7,0.9,15.2,37.4,59.2,19,0.24,0.24,-1.604
50,30,1,7,peak,-35.5,360.0,360.0,-5.7,39.9,-43.9,22.5,36.7,19,0.73,0.73,-1.988
50,31,0,7,peak,-68.5,360.0,360.0,-5.5,38.0,43.9,14.2,59.7,19,0.321,0.321,-1.667
50,32,1,7,peak,52.9,360.0,360.0,-7.4,38.2,6.8,38.9,56.0,19,1.4,1.4,-2.513
50,33,0,7,peak,24.3,360.0,360.0,-10.3,33.2,40.7,33.5,59.8,19,0.641,0.641,-1.918
50,34,1,7,peak,100.9,360.0,360.0,-0.1,30.9,39.2,38.1,59.9,19,2.077,2.077,-3.045
50,35,0,7,peak,-91.9,360.0,360.0,-10.4,33.3,-37.8,19.1,19.2,19,0.321,0.321,-1.667
50,36,1,7,peak,-85.9,360.0,360.0,0.7,31.7,-48.7,14.2,-5.3,19,2.176,2.176,-3.122
50,37,0,7,peak,-61.9,360.0,360.0,-6.5,37.2,34.9,40.4,59.9,19,0.427,0.427,-1.75
