ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,-13.3,347.0,347.0,0.0,0.0,-31.5,17.5,9.4,14,0.0,0.0,-1.823
50,1,0,6,trans,15.4,375.0,375.0,0.0,0.0,-35.2,20.5,23.8,17,0.0,0.0,-1.823
50,2,1,6,trans,-31.2,329.0,329.0,0.0,0.0,-29.4,29.3,45.9,19,0.0,0.0,-1.823
50,3,0,6,trans,-9.1,351.0,351.0,0.0,0.0,-16.3,32.1,55.5,19,0.0,0.0,-1.823
50,4,1,6,trans,-2.4,358.0,358.0,0.0,0.0,-15.3,25.9,39.6,19,0.0,0.0,-1.823
50,5,0,6,trans,-19.8,340.0,340.0,0.0,0.0,-25.1,22.7,22.5,19,0.0,0.0,-1.823
50,6,1,6,trans,-35.6,324.0,324.0,0.0,0.0,-26.9,26.2,38.8,19,0.0,0.0,-1.823
50,7,0,6,trans,-1.9,358.0,358.0,0.0,0.0,-28.9,21.4,41.7,19,0.0,0.0,-1.823
50,8,1,6,trans,-16.8,343.0,343.0,0.0,0.0,-18.1,36.5,58.0,19,0.0,0.0,-1.823
50,9,0,6,trans,18.4,378.0,378.0,-31.1,0.0,-31.2,21.1,27.5,19,0.0,0.0,-1.823
50,10,1,6,trans,-15.7,344.0,344.0,0.0,0.0,-15.7,20.8,33.8,19,0.0,0.0,-1.823
50,11,0,6,trans,91.0,451.0,451.0,0.0,0.0,-26.3,23.8,26.8,19,0.0,0.0,-1.823
50,12,1,6,trans,31.1,391.0,391.0,-36.0,0.0,-25.1,22.6,25.9,19,0.0,0.0,-1.823
50,13,0,6,trans,-16.5,344.0,344.0,-25.9,0.0,-17.3,31.0,37.8,19,0.0,0.0,-1.823
50,14,1,6,trans,2.9,363.0,363.0,0.0,0.0,-23.8,28.7,48.2,19,0.0,0.0,-1.823
50,15,0,6,trans,4.4,364.0,364.0,-11.8,0.0,-32.6,18.2,7.3,19,0.0,0.0,-1.823
50,16,1,6,trans,12.5,373.0,373.0,-13.2,0.0,-34.9,17.2,13.9,19,0.0,0.0,-1.823
50,17,0,6,trans,-38.4,322.0,322.0,-22.9,0.0,-22.1,27.6,29.4,19,0.0,0.0,-1.823
50,18,1,6,trans,3.4,363.0,363.0,-25.5,2.0,-20.8,29.3,46.8,19,0.0,0.0,-1.823
50,19,0,6,trans,-16.9,343.0,343.0,0.0,0.0,-19.0,32.1,43.3,19,0.0,0.0,-1.823
50,20,1,7,peak,-23.4,337.0,337.0,-28.4,0.8,-29.1,19.4,6.6,19,0.0,0.0,-1.823
50,21,0,7,peak,1.0,361.0,361.0,-15.7,0.9,-38.0,15.5,-9.7,19,0.0,0.0,-1.823
50,22,1,7,peak,-16.6,343.0,343.0,-26.1,3.1,-30.1,20.9,34.0,19,0.0,0.0,-1.823
50,23,0,7,peak,-23.2,337.0,337.0,-19.1,2.5,-5.2,35.2,55.3,19,0.0,0.0,-1.823
50,24,1,7,peak,-26.6,333.0,333.0,-19.3,3.7,-27.7,19.9,36.5,19,0.0,0.0,-1.823
50,25,0,7,peak,-38.7,321.0,321.0,-21.3,0.2,14.8,48.4,60.0,19,0.0,0.0,-1.823
50,26,1,7,peak,-64.9,295.0,295.0,-15.6,0.0,11.6,44.2,60.0,19,0.0,0.0,-1.823
50,27,0,7,peak,57.4,417.0,417.0,-27.7,6.6,-17.3,29.6,41.9,19,0.0,0.0,-1.823
50,28,1,7,peak,-71.9,288.0,288.0,-28.7,0.0,-4.6,30.9,42.8,19,0.0,0.0,-1.823
50,29,0,7,peak,15.3,375.0,375.0,-26.7,7.5,-19.2,29.7,31.1,19,0.0,0.0,-1.823
50,30,1,7,peak,-22.6,337.0,337.0,-18.3,0.0,-16.1,26.3,41.5,19,0.0,0.0,-1.823
50,31,0,7,peak,-10.2,350.0,350.0,-24.2,4.9,-39.8,16.7,16.8,19,0.0,0.0,-1.823
50,32,1,7,peak,64.3,424.0,424.0,-17.3,0.0,-37.4,17.1,5.1,19,0.0,0.0,-1.823
50,33,0,7,peak,-0.2,360.0,360.0,-29.0,0.1,-18.4,34.0,58.0,19,0.0,0.0,-1.823
50,34,1,7,peak,-56.2,304.0,304.0,-35.2,0.0,-26.0,21.3,16.1,19,0.0,0.0,-1.823
50,35,0,7,peak,-5.9,354.0,354.0,-27.1,1.9,-27.4,31.7,46.9,19,0.0,0.0,-1.823
