ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,33.1,393.0,393.0,0.0,0.0,-29.1,29.4,40.5,14,0.012,0.012,-1.979
50,1,0,6,trans,-50.8,309.0,309.0,0.0,0.0,-24.6,32.7,58.8,15,0.001,0.001,-1.971
50,2,1,6,trans,-1.4,359.0,359.0,0.0,0.0,19.9,43.2,59.0,19,0.012,0.012,-1.979
50,3,0,6,trans,6.1,366.0,366.0,0.0,0.0,15.0,41.7,58.1,19,0.001,0.001,-1.971
50,4,1,6,trans,3.5,364.0,364.0,0.0,0.0,40.7,25.1,57.8,19,0.012,0.012,-1.979
50,5,0,6,trans,30.1,390.0,390.0,0.0,0.0,34.0,38.7,59.0,19,0.001,0.001,-1.971
50,6,1,6,trans,-17.7,342.0,342.0,0.0,0.0,-7.3,40.2,53.9,19,0.012,0.012,-1.979
50,7,0,6,trans,-30.3,330.0,330.0,0.0,0.0,-35.0,22.9,39.3,19,0.001,0.001,-1.971
50,8,1,6,trans,77.0,437.0,437.0,0.0,0.0,27.6,41.3,59.0,19,0.012,0.012,-1.979
50,9,0,6,trans,-20.8,339.0,339.0,0.0,0.0,32.3,31.0,57.0,19,0.001,0.001,-1.971
50,10,1,6,trans,-32.7,327.0,327.0,0.0,0.0,-34.7,20.0,21.7,19,0.012,0.012,-1.979
50,11,0,6,trans,-2.2,358.0,358.0,-30.8,0.0,40.0,30.7,59.1,19,0.001,0.001,-1.971
50,12,1,6,trans,36.3,396.0,396.0,-26.4,0.0,28.4,44.1,59.7,19,0.012,0.012,-1.979
50,13,0,6,trans,23.3,383.0,383.0,0.0,0.0,4.6,45.0,58.2,19,0.001,0.001,-1.971
50,14,1,6,trans,-23.8,336.0,336.0,0.0,0.0,-40.9,13.4,-11.6,19,0.012,0.012,-1.979
50,15,0,6,trans,3.5,364.0,364.0,0.0,0.0,26.9,45.7,59.4,19,0.001,0.001,-1.971
50,16,1,6,trans,14.3,374.0,374.0,0.0,0.0,31.1,42.8,59.0,19,0.012,0.012,-1.979
50,17,0,6,trans,15.9,376.0,376.0,5.0,13.6,-34.6,22.8,18.8,19,0.001,0.001,-1.971
50,18,1,6,trans,8.2,368.0,368.0,-12.1,24.0,-30.9,22.3,23.3,19,0.012,0.012,-1.979
50,19,0,6,trans,15.4,375.0,375.0,-2.8,29.6,29.4,31.3,57.8,19,0.001,0.001,-1.971
50,20,1,7,peak,8.8,369.0,369.0,-36.1,0.0,27.9,46.3,59.6,19,0.012,0.012,-1.979
50,21,0,7,peak,2.1,362.0,362.0,0.1,35.9,42.4,20.8,59.7,19,0.001,0.001,-1.971
50,22,1,7,peak,18.2,378.0,378.0,30.6,0.0,-40.3,15.9,-3.9,19,0.012,0.012,-1.979
50,23,0,7,peak,-30.2,330.0,330.0,-6.2,29.7,47.7,18.9,59.7,19,0.001,0.001,-1.971
50,24,1,7,peak,55.9,416.0,416.0,29.3,0.0,31.9,42.3,58.6,19,0.012,0.012,-1.979
50,25,0,7,peak,-7.6,352.0,352.0,-9.1,32.6,32.1,20.7,58.2,19,0.001,0.001,-1.971
50,26,1,7,peak,16.0,376.0,376.0,19.2,16.9,-37.7,18.9,14.5,19,0.012,0.012,-1.979
50,27,0,7,peak,-3.5,357.0,357.0,-8.7,33.0,-29.6,24.8,14.6,19,0.001,0.001,-1.971
