ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,2.1,360.0,360.0,0.0,0.0,-31.8,13.5,-5.0,14,0.175,0.175,-0.396
50,1,0,6,trans,12.1,360.0,360.0,0.0,0.0,-26.5,19.6,8.2,16,0.172,0.172,-0.393
50,2,1,6,trans,3.9,360.0,360.0,0.0,0.0,-34.7,19.4,31.2,19,0.95,0.95,-1.23
50,3,0,6,trans,13.9,360.0,360.0,0.0,0.0,-28.3,17.5,3.7,19,0.944,0.944,-1.223
50,4,1,6,trans,13.6,360.0,360.0,0.0,0.0,-25.2,22.7,43.9,19,1.292,1.292,-1.598
50,5,0,6,trans,2.6,360.0,360.0,0.0,0.0,-22.1,12.5,-1.4,19,1.652,1.652,-1.985
50,6,1,6,trans,8.0,360.0,360.0,0.0,0.0,-20.9,11.0,2.6,19,1.117,1.117,-1.409
50,7,0,6,trans,12.9,360.0,360.0,0.0,0.0,-29.5,19.8,18.9,19,1.73,1.73,-2.069
50,8,1,6,trans,-1.4,360.0,360.0,0.0,0.0,-38.4,11.5,-9.5,19,1.206,1.206,-1.505
50,9,0,6,trans,-1.1,360.0,360.0,-33.0,0.0,-30.2,23.3,41.7,19,0.944,0.944,-1.223
50,10,1,6,trans,7.0,360.0,360.0,0.0,0.0,-20.9,12.3,2.5,19,0.519,0.519,-0.767
50,11,0,6,trans,-3.5,360.0,360.0,0.0,0.0,-27.2,18.8,17.5,19,0.88,0.88,-1.154
50,12,1,6,trans,6.5,360.0,360.0,0.0,0.0,-28.3,16.0,14.7,19,0.003,0.003,-0.211
50,13,0,6,trans,11.4,360.0,360.0,-34.0,0.0,-33.8,13.1,0.3,19,1.495,1.495,-1.816
50,14,1,6,trans,6.5,360.0,360.0,-27.0,0.2,-29.1,18.8,30.8,19,0.344,0.344,-0.579
50,15,0,6,trans,3.4,360.0,360.0,-21.3,1.1,-33.9,18.9,9.9,19,0.944,0.944,-1.223
50,16,1,6,trans,2.8,360.0,360.0,-24.4,2.8,-30.4,14.8,13.3,19,0.344,0.344,-0.579
50,17,0,6,trans,7.4,360.0,360.0,-20.2,0.0,-34.0,17.2,12.1,19,0.722,0.722,-0.985
