ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,-43.5,360.0,360.0,0.0,0.0,-54.3,4.4,-46.5,13,0.144,0.144,-2.636
50,1,0,6,trans,-48.0,360.0,360.0,0.0,0.0,21.4,40.7,59.4,17,0.11,0.11,-2.602
50,2,1,6,trans,58.1,360.0,360.0,0.0,0.0,6.7,49.6,59.4,19,0.232,0.232,-2.727
50,3,0,6,trans,-21.7,360.0,360.0,0.0,0.0,-53.4,6.2,-39.2,19,0.081,0.081,-2.572
50,4,1,6,trans,11.7,360.0,360.0,0.0,0.0,-51.7,12.3,-15.0,19,0.168,0.168,-2.662
50,5,0,6,trans,13.0,360.0,360.0,0.0,0.0,14.7,52.4,59.4,19,0.046,0.046,-2.536
50,6,1,6,trans,33.3,360.0,360.0,0.0,0.0,6.2,52.6,59.9,19,0.137,0.137,-2.63
50,7,0,6,trans,46.3,360.0,360.0,0.0,0.0,-53.4,6.6,-34.4,19,0.105,0.105,-2.597
50,8,1,6,trans,-69.0,360.0,360.0,0.0,0.0,-55.9,5.3,-41.0,19,0.279,0.279,-2.774
50,9,0,6,trans,33.5,360.0,360.0,0.0,0.0,16.5,48.8,59.8,19,0.154,0.154,-2.647
50,10,1,6,trans,93.8,360.0,360.0,0.0,0.0,8.2,53.0,59.9,19,0.403,0.403,-2.901
50,11,0,6,trans,27.9,360.0,360.0,0.0,0.0,-50.1,13.0,-17.8,19,0.11,0.11,-2.602
50,12,1,6,trans,4.7,360.0,360.0,0.0,0.0,-56.3,4.4,-39.6,19,0.319,0.319,-2.815
50,13,0,6,trans,33.3,360.0,360.0,0.0,0.0,29.2,37.7,59.4,19,0.059,0.059,-2.55
50,14,1,6,trans,-91.1,360.0,360.0,0.0,0.0,20.4,39.9,59.1,19,0.111,0.111,-2.603
50,15,0,6,trans,65.9,360.0,360.0,0.0,0.0,-21.2,51.4,57.1,19,0.027,0.027,-2.517
50,16,1,6,trans,46.2,360.0,360.0,0.0,0.0,18.3,51.8,59.8,19,0.137,0.137,-2.63
50,17,0,6,trans,85.4,360.0,360.0,0.0,0.0,24.1,46.5,59.8,19,0.258,0.258,-2.754
50,18,1,6,trans,30.5,360.0,360.0,0.0,0.0,-52.5,6.5,-31.6,19,0.193,0.193,-2.687
50,19,0,6,trans,-51.7,360.0,360.0,0.0,0.0,-55.1,4.7,-38.2,19,0.383,0.383,-2.881
50,20,1,7,peak,-16.6,360.0,360.0,0.0,0.0,14.2,54.1,59.5,19,0.179,0.179,-2.673
50,21,0,7,peak,60.5,360.0,360.0,0.0,0.0,6.3,52.3,59.8,19,0.378,0.378,-2.876
50,22,1,7,peak,-32.8,360.0,360.0,0.0,0.0,-53.7,6.4,-33.9,19,0.199,0.199,-2.693
50,23,0,7,peak,-55.7,360.0,360.0,0.0,0.0,-54.6,6.0,-32.0,19,0.652,0.652,-3.156
50,24,1,7,peak,80.3,360.0,360.0,0.0,0.0,11.1,42.6,58.4,19,0.469,0.469,-2.969
50,25,0,7,peak,-28.3,360.0,360.0,0.0,0.0,13.9,41.6,59.4,19,0.736,0.736,-3.242
50,26,1,7,peak,-18.4,360.0,360.0,0.0,0.0,19.9,53.5,59.6,19,0.967,0.967,-3.478
50,27,0,7,peak,76.2,360.0,360.0,0.0,0.0,21.1,50.4,59.7,19,0.573,0.573,-3.075
50,28,1,7,peak,9.9,360.0,360.0,0.0,0.0,-53.2,9.4,-18.0,19,0.682,0.682,-3.186
50,29,0,7,peak,-66.3,360.0,360.0,0.0,0.0,-51.3,15.1,8.7,19,0.248,0.248,-2.743
50,30,1,7,peak,-42.7,360.0,360.0,0.0,0.0,27.6,45.5,59.8,19,0.148,0.148,-2.641
50,31,0,7,peak,-23.3,360.0,360.0,0.0,0.0,23.5,45.6,59.9,19,0.036,0.036,-2.527
50,32,1,7,peak,1.9,360.0,360.0,0.0,0.0,-32.3,40.8,57.3,19,0.104,0.104,-2.596
50,33,0,7,peak,36.3,360.0,360.0,0.0,0.0,-34.6,37.5,59.8,19,0.273,0.273,-2.769
50,34,1,7,peak,12.6,360.0,360.0,0.0,0.0,-19.9,47.2,58.6,19,0.374,0.374,-2.872
50,35,0,7,peak,1.1,360.0,360.0,0.0,0.0,33.5,37.7,60.0,19,0.33,0.33,-2.827
50,36,1,7,peak,-87.4,360.0,360.0,0.0,0.0,47.7,14.9,59.5,19,0.582,0.582,-3.084
50,37,0,7,peak,7.5,360.0,360.0,0.0,0.0,-27.2,48.7,57.3,19,0.649,0.649,-3.153
50,38,1,7,peak,-37.4,360.0,360.0,0.0,0.0,-41.7,29.2,54.5,19,0.56,0.56,-3.062
50,39,0,7,peak,36.1,360.0,360.0,0.0,0.0,18.9,40.5,59.8,19,0.801,0.801,-3.308
50,40,1,8,peak,-1.1,360.0,360.0,0.0,0.0,13.6,53.5,59.6,19,0.371,0.371,-2.869
50,41,0,8,peak,-1.9,360.0,360.0,0.0,0.0,23.3,48.0,59.8,19,0.263,0.263,-2.759
50,42,1,8,peak,-52.7,360.0,360.0,0.0,0.0,-42.9,28.8,57.9,19,0.144,0.144,-2.636
50,43,0,8,peak,28.7,360.0,360.0,0.0,0.0,10.8,31.4,59.8,19,0.674,0.674,-3.179
50,44,1,8,peak,74.2,360.0,360.0,0.0,0.0,22.3,48.6,59.5,19,0.777,0.777,-3.283
50,45,0,8,peak,-75.4,360.0,360.0,0.0,0.0,-53.1,9.4,-21.9,19,1.67,1.67,-4.196
50,46,1,8,peak,-87.2,360.0,360.0,0.0,0.0,-52.6,6.0,-35.1,19,1.719,1.719,-4.247
50,47,0,8,peak,66.8,360.0,360.0,0.0,0.0,5.0,46.2,59.2,19,1.476,1.476,-3.998
50,48,1,8,peak,-59.8,360.0,360.0,0.0,0.0,17.3,43.4,58.9,19,1.405,1.405,-3.925
50,49,0,8,peak,-20.4,360.0,360.0,0.0,0.0,-33.5,46.2,59.7,19,0.914,0.914,-3.423
50,50,1,8,peak,-23.6,360.0,360.0,0.0,0.0,-33.6,39.6,58.8,19,0.502,0.502,-3.003
50,51,0,8,peak,5.3,360.0,360.0,0.0,0.0,24.4,39.8,59.6,19,0.507,0.507,-3.008
50,52,1,8,peak,-40.3,360.0,360.0,0.0,0.0,25.8,44.7,59.7,19,0.75,0.75,-3.256
50,53,0,8,peak,-55.3,360.0,360.0,0.0,0.0,13.2,35.9,59.6,19,0.522,0.522,-3.023
50,54,1,8,peak,-34.7,360.0,360.0,0.0,0.0,-40.7,33.6,59.5,19,0.883,0.883,-3.392
50,55,0,8,peak,-10.4,360.0,360.0,0.0,0.0,-40.1,36.3,50.8,19,0.681,0.681,-3.186
50,56,1,8,peak,-12.3,360.0,360.0,0.0,0.0,-21.5,48.2,58.6,19,0.591,0.591,-3.093
50,57,0,8,peak,60.0,360.0,360.0,0.0,0.0,5.8,45.5,59.7,19,0.61,0.61,-3.113
50,58,1,8,peak,-51.4,360.0,360.0,0.0,0.0,14.6,46.0,59.6,19,0.482,0.482,-2.982
50,59,0,8,peak,63.2,360.0,360.0,0.0,0.0,-31.5,46.3,59.8,19,0.539,0.539,-3.04
50,60,1,9,peak,-19.7,360.0,360.0,0.0,0.0,-31.7,45.3,58.5,19,0.17,0.17,-2.663
50,61,0,9,peak,-31.1,360.0,360.0,0.0,0.0,38.0,35.9,59.7,19,0.227,0.227,-2.721
50,62,1,9,peak,-59.8,360.0,360.0,0.0,0.0,-14.3,44.8,59.7,19,0.599,0.599,-3.102
50,63,0,9,peak,-51.8,360.0,360.0,0.0,0.0,-39.7,35.7,58.0,19,0.371,0.371,-2.869
50,64,1,9,peak,-45.2,360.0,360.0,0.0,0.0,29.9,36.7,58.8,19,1.272,1.272,-3.79
50,65,0,9,peak,-10.4,360.0,360.0,0.0,0.0,13.9,54.9,59.7,19,1.003,1.003,-3.515
50,66,1,9,peak,44.3,360.0,360.0,0.0,0.0,-54.5,11.3,-7.4,19,0.777,0.777,-3.283
50,67,0,9,peak,-89.6,360.0,360.0,0.0,0.0,-56.0,3.0,-49.4,19,1.371,1.371,-3.891
50,68,1,9,peak,-14.3,360.0,360.0,0.0,0.0,-28.0,50.5,59.3,19,0.305,0.305,-2.801
50,69,0,9,peak,83.1,360.0,360.0,0.0,0.0,15.9,51.3,59.4,19,0.986,0.986,-3.498
50,70,1,9,peak,32.5,360.0,360.0,0.0,0.0,35.4,36.6,59.6,19,0.83,0.83,-3.338
50,71,0,9,peak,-32.3,360.0,360.0,0.0,0.0,-23.3,48.8,59.6,19,1.066,1.066,-3.579
50,72,1,9,peak,38.3,360.0,360.0,0.0,0.0,-32.5,42.3,57.0,19,1.166,1.166,-3.681
50,73,0,9,peak,7.3,360.0,360.0,0.0,0.0,16.7,53.5,59.7,19,1.299,1.299,-3.817
50,74,1,9,peak,-41.9,360.0,360.0,0.0,0.0,15.1,53.6,59.7,19,0.943,0.943,-3.453
50,75,0,9,peak,-20.5,360.0,360.0,0.0,0.0,-50.5,18.3,16.9,19,1.167,1.167,-3.683
50,76,1,9,peak,8.8,360.0,360.0,0.0,0.0,-27.5,46.9,57.7,19,0.507,0.507,-3.007
50,77,0,9,peak,-30.0,360.0,360.0,0.0,0.0,-28.6,44.2,59.9,19,0.686,0.686,-3.19
50,78,1,9,peak,-52.9,360.0,360.0,0.0,0.0,15.2,51.7,60.0,19,0.451,0.451,-2.951
50,79,0,9,peak,1.8,360.0,360.0,0.0,0.0,-21.1,52.7,59.4,19,0.995,0.995,-3.506
50,80,1,10,off,-28.5,360.0,360.0,0.0,0.0,-34.5,39.4,59.0,19,1.051,1.051,-3.564
50,81,0,10,off,-26.5,360.0,360.0,0.0,0.0,22.0,51.8,59.7,19,1.49,1.49,-4.012
50,82,1,10,off,-106.7,360.0,360.0,0.0,0.0,13.2,37.8,59.0,19,0.929,0.929,-3.439
50,83,0,10,off,-9.5,360.0,360.0,0.0,0.0,-50.2,25.7,57.6,19,0.719,0.719,-3.224
50,84,1,10,off,68.4,360.0,360.0,0.0,0.0,-33.0,44.1,56.9,19,0.277,0.277,-2.772
50,85,0,10,off,-7.2,360.0,360.0,0.0,0.0,20.1,40.7,59.5,19,0.173,0.173,-2.667
50,86,1,10,off,-21.7,360.0,360.0,0.0,0.0,21.6,43.9,59.8,19,0.469,0.469,-2.969
