ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,84.0,444.0,444.0,0.0,0.0,-40.5,16.1,1.9,14,0.0,0.0,-1.125
50,1,0,6,trans,-6.4,354.0,354.0,0.0,0.0,-39.6,20.3,5.0,15,0.0,0.0,-1.125
50,2,1,6,trans,-32.4,328.0,328.0,0.0,0.0,-34.9,18.0,8.1,19,0.0,0.0,-1.125
50,3,0,6,trans,53.7,414.0,414.0,0.0,0.0,-19.6,40.4,55.5,19,0.0,0.0,-1.125
50,4,1,6,trans,-22.5,338.0,338.0,0.0,0.0,-33.1,19.9,16.9,19,0.0,0.0,-1.125
50,5,0,6,trans,-7.9,352.0,352.0,0.0,0.0,-23.6,24.7,32.7,19,0.0,0.0,-1.125
50,6,1,6,trans,-25.0,335.0,335.0,0.0,0.0,-43.6,23.6,49.8,19,0.0,0.0,-1.125
50,7,0,6,trans,0.9,361.0,361.0,0.0,0.0,-11.2,32.1,43.5,19,0.0,0.0,-1.125
50,8,1,6,trans,-5.8,354.0,354.0,0.0,0.0,-35.3,13.8,-7.8,19,0.0,0.0,-1.125
50,9,0,6,trans,-17.7,342.0,342.0,0.0,0.0,-40.8,23.4,20.3,19,0.0,0.0,-1.125
50,10,1,6,trans,-29.2,331.0,331.0,0.0,0.0,-20.3,25.1,31.0,19,0.0,0.0,-1.125
50,11,0,6,trans,-11.3,349.0,349.0,-41.6,0.0,-26.7,33.2,52.2,19,0.0,0.0,-1.125
50,12,1,6,trans,59.6,420.0,420.0,-39.9,0.0,-51.7,8.9,-24.7,19,0.0,0.0,-1.125
50,13,0,6,trans,-1.5,358.0,358.0,-35.2,0.0,-46.2,14.9,-11.5,19,0.0,0.0,-1.125
50,14,1,6,trans,-78.4,282.0,282.0,0.0,0.0,-30.3,21.1,10.3,19,0.0,0.0,-1.125
50,15,0,6,trans,-53.9,306.0,306.0,-32.8,0.0,-19.9,27.4,30.5,19,0.0,0.0,-1.125
50,16,1,6,trans,-11.0,349.0,349.0,-20.4,2.4,-35.0,22.9,17.0,19,0.0,0.0,-1.125
50,17,0,6,trans,-13.8,346.0,346.0,-36.1,2.7,-26.8,27.3,42.0,19,0.0,0.0,-1.125
50,18,1,6,trans,-12.2,348.0,348.0,-17.4,5.4,-41.9,14.5,-9.3,19,0.0,0.0,-1.125
50,19,0,6,trans,-15.9,344.0,344.0,-38.7,0.0,-45.4,14.3,-1.3,19,0.0,0.0,-1.125
50,20,1,7,peak,19.1,379.0,379.0,-25.6,13.6,-33.4,18.4,11.0,19,0.0,0.0,-1.125
