ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,-4.7,360.0,360.0,0.0,0.0,-29.1,17.2,2.9,14,1.025,1.025,-1.28
50,1,0,6,trans,2.2,360.0,360.0,0.0,0.0,-27.4,19.7,8.7,16,0.131,0.131,-0.259
50,2,1,6,trans,15.0,360.0,360.0,0.0,0.0,-31.0,16.0,7.7,19,1.036,1.036,-1.292
50,3,0,6,trans,-2.9,360.0,360.0,0.0,0.0,-18.7,16.7,9.3,19,0.066,0.066,-0.184
50,4,1,6,trans,0.5,360.0,360.0,0.0,0.0,-15.1,20.4,18.5,19,1.221,1.221,-1.503
50,5,0,6,trans,0.6,360.0,360.0,0.0,0.0,-39.0,14.4,5.0,19,0.629,0.629,-0.827
50,6,1,6,trans,19.6,360.0,360.0,0.0,0.0,-32.4,13.9,-3.0,19,0.962,0.962,-1.208
50,7,0,6,trans,19.2,360.0,360.0,0.0,0.0,-30.7,18.8,4.4,19,1.123,1.123,-1.391
50,8,1,6,trans,12.7,360.0,360.0,0.0,0.0,-11.1,14.5,18.6,19,0.851,0.851,-1.081
50,9,0,6,trans,4.4,360.0,360.0,-29.2,0.0,-18.9,23.9,25.1,19,0.528,0.528,-0.713
50,10,1,6,trans,28.9,360.0,360.0,0.0,0.0,-36.0,13.3,-13.1,19,0.988,0.988,-1.238
50,11,0,6,trans,5.1,360.0,360.0,0.0,0.0,-23.1,22.6,29.6,19,0.198,0.198,-0.335
50,12,1,6,trans,39.5,360.0,360.0,-27.9,0.0,-25.2,23.4,22.7,19,1.85,1.85,-2.222
50,13,0,6,trans,-15.2,360.0,360.0,-20.8,8.2,-29.5,17.7,2.4,19,0.363,0.363,-0.524
50,14,1,6,trans,-9.8,360.0,360.0,-18.0,0.0,-18.5,19.0,24.7,19,2.183,2.183,-2.602
50,15,0,6,trans,6.4,360.0,360.0,-12.6,0.0,-16.9,22.2,19.9,19,0.363,0.363,-0.524
50,16,1,6,trans,20.6,360.0,360.0,-38.4,0.0,-31.6,15.0,-7.6,19,1.136,1.136,-1.407
50,17,0,6,trans,1.1,360.0,360.0,-20.8,10.7,-20.4,21.2,23.0,19,0.958,0.958,-1.203
50,18,1,6,trans,31.2,360.0,360.0,-29.2,0.0,-23.7,13.2,7.1,19,0.666,0.666,-0.87
50,19,0,6,trans,25.2,360.0,360.0,-10.1,0.0,-41.1,15.1,2.6,19,1.486,1.486,-1.806
50,20,1,7,peak,24.1,360.0,360.0,-19.9,0.0,-5.5,23.2,32.4,19,0.788,0.788,-1.009
50,21,0,7,peak,4.6,360.0,360.0,-36.5,0.0,-23.1,19.3,19.6,19,1.453,1.453,-1.769
50,22,1,7,peak,10.2,360.0,360.0,-23.3,0.0,-26.2,18.1,8.0,19,0.899,0.899,-1.135
50,23,0,7,peak,27.8,360.0,360.0,-20.7,2.9,-30.7,25.0,39.7,19,1.222,1.222,-1.505
50,24,1,7,peak,-0.8,360.0,360.0,-26.8,0.0,-14.2,21.5,33.1,19,0.777,0.777,-0.996
50,25,0,7,peak,13.8,360.0,360.0,-17.8,0.0,-7.7,22.1,39.8,19,0.991,0.991,-1.241
50,26,1,7,peak,11.8,360.0,360.0,-18.6,0.0,-19.1,28.7,24.4,19,0.666,0.666,-0.87
50,27,0,7,peak,30.0,360.0,360.0,-29.2,0.0,-35.9,14.8,0.8,19,1.486,1.486,-1.806
50,28,1,7,peak,4.8,360.0,360.0,-20.5,0.0,-15.8,15.9,21.7,19,0.27,0.27,-0.417
50,29,0,7,peak,-9.1,360.0,360.0,-22.0,0.0,-18.5,22.7,16.0,19,1.354,1.354,-1.655
50,30,1,7,peak,4.1,360.0,360.0,0.0,0.0,-24.2,19.6,31.8,19,0.703,0.703,-0.912
50,31,0,7,peak,12.9,360.0,360.0,-5.5,0.0,-26.5,24.3,22.2,19,0.561,0.561,-0.75
50,32,1,7,peak,23.4,360.0,360.0,-31.7,8.0,-25.8,20.2,24.5,19,1.184,1.184,-1.461
50,33,0,7,peak,7.7,360.0,360.0,-26.7,0.0,-25.2,20.7,23.0,19,0.296,0.296,-0.447
50,34,1,7,peak,10.1,360.0,360.0,-23.7,0.0,-14.5,16.9,18.5,19,0.925,0.925,-1.165
50,35,0,7,peak,3.6,360.0,360.0,-16.0,0.0,-22.7,23.1,17.1,19,0.429,0.429,-0.599
50,36,1,7,peak,22.3,360.0,360.0,-19.0,10.4,-30.6,17.6,4.4,19,0.444,0.444,-0.616
50,37,0,7,peak,12.5,360.0,360.0,-18.6,0.0,-5.9,30.1,44.3,19,0.529,0.529,-0.714
50,38,1,7,peak,22.5,360.0,360.0,-8.7,0.0,-28.9,21.3,36.6,19,0.407,0.407,-0.574
50,39,0,7,peak,19.8,360.0,360.0,-14.5,0.0,-33.4,19.5,0.7,19,0.463,0.463,-0.638
50,40,1,8,peak,33.1,360.0,360.0,-26.4,8.4,-25.4,26.5,29.7,19,1.073,1.073,-1.334
50,41,0,8,peak,26.0,360.0,360.0,-24.6,0.0,-24.6,24.9,41.2,19,0.265,0.265,-0.412
50,42,1,8,peak,15.3,360.0,360.0,-17.9,0.0,-33.0,24.5,18.0,19,0.814,0.814,-1.039
50,43,0,8,peak,27.9,360.0,360.0,-27.2,0.0,-22.6,26.5,35.7,19,0.628,0.628,-0.826
50,44,1,8,peak,19.2,360.0,360.0,-27.0,0.0,-19.4,26.7,31.5,19,0.851,0.851,-1.081
50,45,0,8,peak,9.1,360.0,360.0,-15.7,0.0,-19.4,28.8,48.2,19,0.594,0.594,-0.788
50,46,1,8,peak,-6.7,360.0,360.0,-24.3,0.0,-5.7,25.0,43.8,19,1.147,1.147,-1.419
50,47,0,8,peak,9.5,360.0,360.0,-30.0,0.0,-27.5,29.8,38.4,19,0.099,0.099,-0.222
50,48,1,8,peak,13.0,360.0,360.0,0.0,0.0,-16.9,26.6,41.3,19,0.74,0.74,-0.954
50,49,0,8,peak,6.7,360.0,360.0,0.0,0.0,-7.2,25.4,40.2,19,0.76,0.76,-0.977
50,50,1,8,peak,4.6,360.0,360.0,-14.2,8.6,-1.9,25.9,52.8,19,0.455,0.455,-0.628
50,51,0,8,peak,26.4,360.0,360.0,-29.8,0.0,-27.5,20.4,29.4,19,0.859,0.859,-1.09
50,52,1,8,peak,0.6,360.0,360.0,-5.7,0.0,-21.4,19.6,16.2,19,0.703,0.703,-0.912
50,53,0,8,peak,20.8,360.0,360.0,-24.5,0.0,-19.8,26.9,35.6,19,0.363,0.363,-0.524
50,54,1,8,peak,15.8,360.0,360.0,-33.7,0.0,-1.6,20.5,37.6,19,0.877,0.877,-1.111
