ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,-13.5,360.0,360.0,0.0,0.0,-27.5,23.2,6.2,13,0.781,0.781,-1.901
50,1,0,6,trans,84.9,360.0,360.0,0.0,0.0,-36.8,19.4,2.9,16,0.748,0.748,-1.876
50,2,1,6,trans,64.4,360.0,360.0,0.0,0.0,-40.6,28.7,29.3,19,0.781,0.781,-1.901
50,3,0,6,trans,28.3,360.0,360.0,0.0,0.0,-32.4,33.5,56.9,19,0.385,0.385,-1.603
50,4,1,6,trans,0.1,360.0,360.0,0.0,0.0,-35.9,21.8,20.0,19,0.391,0.391,-1.607
50,5,0,6,trans,29.8,360.0,360.0,0.0,0.0,-51.8,10.5,-26.1,19,0.203,0.203,-1.465
50,6,1,6,trans,-5.4,360.0,360.0,0.0,0.0,-35.3,21.8,15.8,19,0.104,0.104,-1.391
50,7,0,6,trans,-82.5,360.0,360.0,0.0,0.0,-33.3,24.1,25.2,19,0.196,0.196,-1.46
50,8,1,6,trans,17.7,360.0,360.0,0.0,0.0,-48.5,15.8,6.3,19,0.207,0.207,-1.469
50,9,0,6,trans,-77.0,360.0,360.0,-29.2,0.0,-30.0,30.7,39.6,19,0.232,0.232,-1.487
50,10,1,6,trans,-34.2,360.0,360.0,0.0,0.0,-29.8,24.4,19.7,19,0.104,0.104,-1.391
50,11,0,6,trans,33.1,360.0,360.0,0.0,0.0,-40.8,18.6,10.9,19,0.446,0.446,-1.648
50,12,1,6,trans,-4.5,360.0,360.0,-33.8,0.0,-46.1,15.0,-2.0,19,0.0,0.0,-1.313
50,13,0,6,trans,-38.5,360.0,360.0,-36.4,1.8,-44.8,24.1,36.8,19,0.223,0.223,-1.481
50,14,1,6,trans,-55.1,360.0,360.0,0.0,0.0,-44.8,15.5,1.1,19,0.0,0.0,-1.313
50,15,0,6,trans,-2.6,360.0,360.0,-34.0,0.7,-42.4,16.4,-4.3,19,0.009,0.009,-1.319
50,16,1,6,trans,-55.3,360.0,360.0,-39.1,8.8,-43.0,19.3,32.5,19,0.0,0.0,-1.313
50,17,0,6,trans,-33.1,360.0,360.0,-33.3,0.0,-43.7,15.9,4.5,19,0.009,0.009,-1.319
50,18,1,6,trans,-87.7,360.0,360.0,-39.7,8.2,-23.9,34.7,46.6,19,0.421,0.421,-1.63
50,19,0,6,trans,-95.5,360.0,360.0,-35.3,8.2,-43.7,23.3,38.4,19,0.009,0.009,-1.319
50,20,1,7,peak,69.8,360.0,360.0,-28.9,2.6,-47.1,10.5,-26.8,19,0.842,0.842,-1.947
50,21,0,7,peak,-79.8,360.0,360.0,-27.1,0.0,-38.0,23.4,30.0,19,0.009,0.009,-1.319
50,22,1,7,peak,-81.9,360.0,360.0,-31.8,5.4,-38.7,28.9,49.5,19,0.482,0.482,-1.676
50,23,0,7,peak,-89.3,360.0,360.0,-46.2,0.0,-29.5,30.5,40.4,19,0.009,0.009,-1.319
50,24,1,7,peak,10.0,360.0,360.0,-39.7,2.5,-33.6,32.5,50.7,19,0.116,0.116,-1.4
50,25,0,7,peak,-69.7,360.0,360.0,-41.8,0.0,-48.1,9.3,-26.0,19,0.286,0.286,-1.528
50,26,1,7,peak,1.7,360.0,360.0,-41.0,1.3,-54.0,7.9,-27.8,19,0.061,0.061,-1.359
50,27,0,7,peak,41.3,360.0,360.0,-40.8,0.0,-27.5,26.7,22.0,19,0.346,0.346,-1.574
50,28,1,7,peak,-61.5,360.0,360.0,-40.6,0.8,-15.5,30.7,40.7,19,0.006,0.006,-1.317
50,29,0,7,peak,50.8,360.0,360.0,-20.1,0.0,-52.9,5.9,-40.0,19,0.399,0.399,-1.613
50,30,1,7,peak,-22.7,360.0,360.0,-42.9,1.5,-34.0,27.9,31.0,19,0.641,0.641,-1.795
50,31,0,7,peak,-79.0,360.0,360.0,-44.7,0.0,-25.7,30.3,43.4,19,0.446,0.446,-1.648
50,32,1,7,peak,105.1,360.0,360.0,-40.5,3.9,-54.5,8.4,-26.8,19,1.282,1.282,-2.277
50,33,0,7,peak,16.9,360.0,360.0,-35.9,0.0,-38.7,16.9,2.6,19,0.216,0.216,-1.476
50,34,1,7,peak,-27.1,360.0,360.0,-31.8,4.8,-34.0,18.8,2.0,19,0.641,0.641,-1.795
50,35,0,7,peak,-8.6,360.0,360.0,0.0,0.0,-41.7,23.0,33.6,19,0.108,0.108,-1.394
50,36,1,7,peak,-0.2,360.0,360.0,-36.2,9.2,-23.0,26.0,16.1,19,0.073,0.073,-1.368
50,37,0,7,peak,-62.0,360.0,360.0,-43.8,10.1,-14.2,33.1,49.2,19,0.009,0.009,-1.319
50,38,1,7,peak,12.0,360.0,360.0,-35.7,9.7,-47.6,13.0,-12.4,19,0.146,0.146,-1.423
50,39,0,7,peak,-67.2,360.0,360.0,-33.7,20.1,-43.4,31.2,55.5,19,0.009,0.009,-1.319
50,40,1,8,peak,-48.1,360.0,360.0,-26.0,0.0,-18.4,33.2,47.8,19,0.281,0.281,-1.524
50,41,0,8,peak,-83.6,360.0,360.0,-22.2,8.5,-0.7,26.9,52.9,19,0.306,0.306,-1.543
50,42,1,8,peak,34.9,360.0,360.0,-51.0,0.0,-26.7,24.7,22.7,19,0.287,0.287,-1.529
50,43,0,8,peak,45.0,360.0,360.0,-42.6,11.9,-35.1,30.2,48.4,19,0.594,0.594,-1.76
50,44,1,8,peak,47.5,360.0,360.0,-23.3,0.0,-35.5,22.8,30.4,19,0.366,0.366,-1.588
50,45,0,8,peak,-90.3,360.0,360.0,-42.6,11.9,-22.7,32.4,43.6,19,0.297,0.297,-1.537
50,46,1,8,peak,-30.3,360.0,360.0,-34.0,0.0,1.6,30.4,50.4,19,0.72,0.72,-1.855
50,47,0,8,peak,-9.6,360.0,360.0,-25.4,5.3,-12.5,36.3,50.1,19,1.569,1.569,-2.494
50,48,1,8,peak,71.4,360.0,360.0,-36.8,0.0,-35.5,25.8,32.6,19,1.129,1.129,-2.162
50,49,0,8,peak,21.4,360.0,360.0,-20.1,0.0,-46.3,14.7,-2.5,19,2.094,2.094,-2.889
50,50,1,8,peak,13.9,360.0,360.0,0.0,0.0,-19.7,30.1,46.0,19,1.684,1.684,-2.58
50,51,0,8,peak,-38.2,360.0,360.0,0.0,0.0,-13.2,26.0,36.4,19,1.142,1.142,-2.172
50,52,1,8,peak,-58.1,360.0,360.0,0.0,0.0,-49.9,20.1,31.5,19,2.612,2.612,-3.278
50,53,0,8,peak,-25.1,360.0,360.0,-16.8,0.0,-29.5,27.2,32.9,19,0.662,0.662,-1.811
50,54,1,8,peak,-28.5,360.0,360.0,0.0,0.0,0.2,29.1,44.5,19,3.607,3.607,-4.027
50,55,0,8,peak,-38.9,360.0,360.0,-25.3,0.0,-21.5,35.0,55.1,19,1.29,1.29,-2.284
50,56,1,8,peak,37.8,360.0,360.0,0.0,0.0,-31.8,29.8,50.1,19,2.429,2.429,-3.141
50,57,0,8,peak,-93.3,360.0,360.0,-33.8,0.0,-24.4,25.3,47.0,19,1.317,1.317,-2.304
50,58,1,8,peak,-15.1,360.0,360.0,0.0,0.0,-46.8,14.1,-18.4,19,0.592,0.592,-1.758
50,59,0,8,peak,22.9,360.0,360.0,-33.8,0.0,-51.7,10.9,-20.9,19,1.14,1.14,-2.17
50,60,1,9,peak,-46.3,360.0,360.0,0.0,0.0,-32.7,27.6,31.1,19,0.61,0.61,-1.772
50,61,0,9,peak,92.2,360.0,360.0,1.5,0.0,-35.0,26.3,39.9,19,1.829,1.829,-2.689
50,62,1,9,peak,-9.0,360.0,360.0,0.0,0.0,-11.8,35.6,58.0,19,1.794,1.794,-2.663
50,63,0,9,peak,-71.9,360.0,360.0,0.0,0.0,-3.7,31.8,55.1,19,2.141,2.141,-2.924
50,64,1,9,peak,-31.6,360.0,360.0,-12.7,0.0,-29.9,38.4,44.5,19,2.551,2.551,-3.232
50,65,0,9,peak,-31.7,360.0,360.0,0.0,0.0,-15.7,25.8,46.4,19,2.008,2.008,-2.824
50,66,1,9,peak,-11.1,360.0,360.0,-12.7,0.0,3.5,26.8,46.1,19,2.795,2.795,-3.416
50,67,0,9,peak,-63.1,360.0,360.0,0.0,0.0,-36.7,21.5,24.7,19,0.675,0.675,-1.821
50,68,1,9,peak,-92.2,360.0,360.0,0.0,0.0,-49.9,22.1,40.9,19,2.978,2.978,-3.554
50,69,0,9,peak,-71.2,360.0,360.0,3.1,0.0,-26.4,26.4,30.9,19,0.653,0.653,-1.804
50,70,1,9,peak,-93.3,360.0,360.0,-18.1,0.0,-45.7,20.0,15.8,19,2.258,2.258,-3.012
50,71,0,9,peak,5.7,360.0,360.0,0.0,0.0,-46.4,17.3,4.4,19,2.268,2.268,-3.019
50,72,1,9,peak,26.0,360.0,360.0,0.0,0.0,-10.8,16.3,23.5,19,1.245,1.245,-2.25
50,73,0,9,peak,22.2,360.0,360.0,0.0,0.0,-52.1,14.6,-7.2,19,1.741,1.741,-2.623
50,74,1,9,peak,37.6,360.0,360.0,-33.3,0.0,-13.4,29.4,50.3,19,1.52,1.52,-2.456
50,75,0,9,peak,-43.8,360.0,360.0,0.0,0.0,-9.9,28.9,42.6,19,2.648,2.648,-3.305
50,76,1,9,peak,-96.2,360.0,360.0,-3.0,0.0,-19.4,35.7,54.9,19,1.202,1.202,-2.218
50,77,0,9,peak,-94.7,360.0,360.0,0.0,0.0,-32.8,31.6,51.0,19,3.182,3.182,-3.707
50,78,1,9,peak,-15.5,360.0,360.0,-3.0,0.0,-35.8,30.6,43.9,19,0.116,0.116,-1.4
50,79,0,9,peak,-50.2,360.0,360.0,0.0,0.0,-38.0,20.7,5.3,19,1.065,1.065,-2.115
50,80,1,10,off,76.0,360.0,360.0,-13.6,0.0,-40.0,25.2,26.2,19,0.763,0.763,-1.887
50,81,0,10,off,-7.2,360.0,360.0,0.0,0.0,-49.6,16.7,12.6,19,1.349,1.349,-2.328
50,82,1,10,off,-99.1,360.0,360.0,-34.4,0.0,-51.4,15.3,1.9,19,2.289,2.289,-3.035
50,83,0,10,off,-19.5,360.0,360.0,0.0,0.0,-41.2,25.6,46.1,19,1.572,1.572,-2.496
50,84,1,10,off,-52.7,360.0,360.0,-42.3,0.0,-11.7,24.4,35.4,19,1.568,1.568,-2.493
50,85,0,10,off,-3.9,360.0,360.0,-9.4,0.0,-13.0,29.8,31.2,19,1.059,1.059,-2.109
50,86,1,10,off,-37.7,360.0,360.0,-48.8,0.0,-12.0,31.7,47.8,19,1.166,1.166,-2.19
50,87,0,10,off,-2.4,360.0,360.0,-10.2,0.0,-20.1,34.4,39.8,19,2.445,2.445,-3.153
50,88,1,10,off,19.3,360.0,360.0,-10.3,0.0,-42.8,30.3,44.7,19,1.758,1.758,-2.635
50,89,0,10,off,7.2,360.0,360.0,0.0,0.0,-33.2,23.5,36.6,19,3.094,3.094,-3.641
50,90,1,10,off,-30.6,360.0,360.0,0.0,0.0,-39.8,28.1,38.0,19,1.233,1.233,-2.241
50,91,0,10,off,41.8,360.0,360.0,-33.0,0.0,-55.0,8.8,-18.8,19,2.045,2.045,-2.852
50,92,1,10,off,55.5,360.0,360.0,0.0,0.0,-33.4,20.1,23.9,19,0.897,0.897,-1.988
50,93,0,10,off,-82.4,360.0,360.0,-45.8,5.0,-29.9,31.5,43.6,19,1.013,1.013,-2.075
50,94,1,10,off,13.9,360.0,360.0,-43.0,1.5,-42.4,17.4,9.5,19,0.336,0.336,-1.565
50,95,0,10,off,-61.8,360.0,360.0,-30.1,20.7,-27.2,32.1,37.1,19,0.232,0.232,-1.487
50,96,1,10,off,-32.8,360.0,360.0,-26.0,15.5,-25.2,31.1,35.5,19,0.079,0.079,-1.373
