ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,68.8,429.0,429.0,0.0,0.0,-14.4,44.8,57.6,14,0.258,0.258,-3.423
50,1,0,6,trans,-24.9,335.0,335.0,0.0,0.0,-8.5,47.7,59.4,16,0.259,0.259,-3.425
50,2,1,6,trans,-24.0,336.0,336.0,0.0,0.0,23.2,48.5,59.7,19,0.258,0.258,-3.423
50,3,0,6,trans,-12.4,348.0,348.0,0.0,0.0,31.2,41.5,59.6,19,0.259,0.259,-3.425
50,4,1,6,trans,-37.0,323.0,323.0,0.0,0.0,-37.6,26.1,38.7,19,0.258,0.258,-3.423
50,5,0,6,trans,-7.9,352.0,352.0,0.0,0.0,16.5,46.2,59.5,19,0.259,0.259,-3.425
50,6,1,6,trans,25.0,385.0,385.0,0.0,0.0,9.1,51.2,59.8,19,0.258,0.258,-3.423
50,7,0,6,trans,-26.3,334.0,334.0,0.0,0.0,49.1,25.0,59.8,19,0.259,0.259,-3.425
50,8,1,6,trans,16.9,377.0,377.0,0.0,0.0,-49.8,10.7,-11.8,19,0.258,0.258,-3.423
50,9,0,6,trans,33.2,393.0,393.0,0.0,0.0,-10.5,50.6,59.1,19,0.259,0.259,-3.425
50,10,1,6,trans,-38.1,322.0,322.0,0.0,0.0,11.3,40.3,59.0,19,0.396,0.396,-3.569
50,11,0,6,trans,-55.3,305.0,305.0,-16.7,0.0,51.3,24.4,59.9,19,0.21,0.21,-3.373
50,12,1,6,trans,-25.0,335.0,335.0,0.0,0.0,24.8,48.5,59.8,19,0.465,0.465,-3.641
50,13,0,6,trans,10.9,371.0,371.0,-38.7,0.0,-28.2,44.9,59.0,19,0.437,0.437,-3.612
50,14,1,6,trans,2.9,363.0,363.0,-11.2,0.0,-38.3,31.6,41.5,19,0.866,0.866,-4.063
50,15,0,6,trans,2.6,363.0,363.0,21.5,0.0,31.4,37.0,59.9,19,0.467,0.467,-3.644
50,16,1,6,trans,70.9,431.0,431.0,0.0,0.0,7.6,53.0,59.9,19,1.666,1.666,-4.904
50,17,0,6,trans,38.5,398.0,398.0,-50.2,0.0,-24.1,49.6,59.5,19,0.428,0.428,-3.602
50,18,1,6,trans,-21.6,338.0,338.0,0.0,0.0,-54.4,6.6,-29.5,19,1.374,1.374,-4.598
50,19,0,6,trans,58.1,418.0,418.0,5.9,0.0,28.1,49.1,60.0,19,0.837,0.837,-4.033
50,20,1,7,peak,-15.2,345.0,345.0,13.0,0.0,-10.7,36.3,54.3,19,0.721,0.721,-3.91
50,21,0,7,peak,-6.6,353.0,353.0,5.9,0.0,-28.2,41.4,57.0,19,0.69,0.69,-3.878
50,22,1,7,peak,-52.7,307.0,307.0,-12.5,0.0,6.7,50.6,59.5,19,0.787,0.787,-3.98
50,23,0,7,peak,9.6,370.0,370.0,0.0,0.0,32.3,44.0,59.9,19,0.795,0.795,-3.989
50,24,1,7,peak,-15.7,344.0,344.0,15.9,28.3,-31.6,43.7,56.9,19,0.588,0.588,-3.77
50,25,0,7,peak,25.7,386.0,386.0,-39.2,0.0,-36.6,40.5,57.5,19,1.443,1.443,-4.671
50,26,1,7,peak,4.0,364.0,364.0,-29.5,0.0,-7.9,38.8,51.0,19,0.22,0.22,-3.384
50,27,0,7,peak,12.9,373.0,373.0,0.0,0.0,36.6,40.0,59.9,19,1.349,1.349,-4.571
50,28,1,7,peak,16.9,377.0,377.0,8.8,38.3,19.7,45.1,59.4,19,0.465,0.465,-3.641
50,29,0,7,peak,19.7,380.0,380.0,-54.6,0.0,-35.1,41.3,58.6,19,0.567,0.567,-3.749
50,30,1,7,peak,11.3,371.0,371.0,47.1,0.0,-27.1,43.6,57.3,19,0.92,0.92,-4.12
50,31,0,7,peak,1.3,361.0,361.0,0.0,0.0,-29.3,41.2,55.4,19,0.376,0.376,-3.548
50,32,1,7,peak,3.6,364.0,364.0,0.8,26.7,0.7,37.7,52.7,19,0.823,0.823,-4.018
50,33,0,7,peak,-7.2,353.0,353.0,-13.0,0.0,26.6,44.2,59.5,19,0.863,0.863,-4.061
50,34,1,7,peak,13.1,373.0,373.0,-1.1,28.6,-33.0,42.2,57.0,19,0.363,0.363,-3.534
50,35,0,7,peak,10.0,370.0,370.0,0.0,0.0,-19.0,46.4,58.8,19,0.911,0.911,-4.11
50,36,1,7,peak,-7.1,353.0,353.0,-2.7,27.1,5.9,44.2,59.5,19,0.368,0.368,-3.539
50,37,0,7,peak,-43.4,317.0,317.0,0.0,0.0,-33.3,33.6,59.4,19,0.862,0.862,-4.059
50,38,1,7,peak,66.3,426.0,426.0,-6.5,30.9,-27.8,36.8,58.2,19,0.506,0.506,-3.684
50,39,0,7,peak,-1.7,358.0,358.0,0.0,0.0,21.6,38.2,59.8,19,0.782,0.782,-3.975
50,40,1,8,peak,3.6,364.0,364.0,-37.4,0.0,39.5,32.1,60.0,19,0.523,0.523,-3.703
50,41,0,8,peak,-17.8,342.0,342.0,0.0,0.0,-30.7,40.0,56.4,19,0.884,0.884,-4.083
50,42,1,8,peak,-12.5,348.0,348.0,-4.7,32.7,-31.6,43.4,58.9,19,0.703,0.703,-3.891
50,43,0,8,peak,-43.6,316.0,316.0,0.0,0.0,-29.1,40.4,55.2,19,1.095,1.095,-4.304
50,44,1,8,peak,-38.5,322.0,322.0,-4.0,32.0,-31.4,37.9,48.3,19,1.183,1.183,-4.397
50,45,0,8,peak,63.7,424.0,424.0,15.9,0.0,29.7,47.1,59.9,19,1.241,1.241,-4.458
50,46,1,8,peak,29.3,389.0,389.0,-33.2,2.7,31.1,46.4,60.0,19,1.474,1.474,-4.703
50,47,0,8,peak,14.9,375.0,375.0,0.0,0.0,-55.5,3.8,-45.5,19,1.188,1.188,-4.402
50,48,1,8,peak,32.7,393.0,393.0,1.1,31.6,-49.3,23.3,46.2,19,1.786,1.786,-5.031
50,49,0,8,peak,15.9,376.0,376.0,0.0,0.0,-10.6,42.9,56.5,19,1.404,1.404,-4.629
50,50,1,8,peak,-10.4,350.0,350.0,32.6,0.0,12.6,46.7,59.9,19,1.487,1.487,-4.716
50,51,0,8,peak,-14.5,345.0,345.0,-33.9,0.0,-30.4,38.3,58.6,19,1.053,1.053,-4.26
50,52,1,8,peak,-5.8,354.0,354.0,32.6,0.0,-40.7,30.8,30.3,19,0.529,0.529,-3.708
50,53,0,8,peak,5.9,366.0,366.0,0.0,0.0,-5.3,36.1,56.7,19,0.192,0.192,-3.354
50,54,1,8,peak,-33.9,326.0,326.0,-10.7,24.7,-34.8,32.2,45.3,19,0.396,0.396,-3.569
50,55,0,8,peak,34.3,394.0,394.0,-28.9,0.0,14.8,30.6,56.2,19,0.264,0.264,-3.43
50,56,1,8,peak,37.3,397.0,397.0,-5.6,28.9,-17.0,48.3,53.9,19,1.515,1.515,-4.746
50,57,0,8,peak,-24.0,336.0,336.0,-28.9,0.0,-22.3,46.0,59.1,19,1.055,1.055,-4.262
50,58,1,8,peak,20.7,381.0,381.0,-5.6,28.9,31.2,46.9,60.0,19,1.931,1.931,-5.184
50,59,0,8,peak,-8.1,352.0,352.0,-30.5,1.6,23.2,36.4,59.7,19,1.299,1.299,-4.519
50,60,1,9,peak,20.4,380.0,380.0,-33.0,1.5,-57.4,2.0,-53.5,19,1.075,1.075,-4.284
50,61,0,9,peak,27.2,387.0,387.0,-32.1,0.0,-27.8,46.2,58.2,19,0.69,0.69,-3.878
50,62,1,9,peak,-100.4,260.0,260.0,-6.8,24.6,29.8,38.9,59.9,19,1.106,1.106,-4.316
50,63,0,9,peak,-5.3,355.0,355.0,35.6,0.0,24.9,48.6,59.9,19,1.01,1.01,-4.215
50,64,1,9,peak,26.3,386.0,386.0,-6.4,24.1,-43.3,28.4,51.5,19,1.104,1.104,-4.313
50,65,0,9,peak,41.9,402.0,402.0,-32.5,0.0,-33.2,44.1,58.2,19,1.081,1.081,-4.29
50,66,1,9,peak,18.8,379.0,379.0,-43.1,12.6,4.0,53.7,60.0,19,1.27,1.27,-4.488
50,67,0,9,peak,-0.2,360.0,360.0,-49.6,0.0,-25.1,43.4,52.1,19,1.203,1.203,-4.418
50,68,1,9,peak,-28.2,332.0,332.0,-43.1,12.6,-53.8,6.7,-33.8,19,1.86,1.86,-5.109
