ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,-14.0,346.0,346.0,0.0,0.0,-19.3,44.0,58.4,15,0.03,0.03,-1.275
50,1,0,6,trans,15.3,375.0,375.0,0.0,0.0,21.3,32.6,58.7,16,0.023,0.023,-1.269
50,2,1,6,trans,-21.7,338.0,338.0,0.0,0.0,22.3,47.5,59.7,19,0.03,0.03,-1.275
50,3,0,6,trans,-24.8,335.0,335.0,0.0,0.0,37.2,30.8,59.5,19,0.023,0.023,-1.269
50,4,1,6,trans,12.2,372.0,372.0,0.0,0.0,-41.3,18.0,7.2,19,0.03,0.03,-1.275
50,5,0,6,trans,15.1,375.0,375.0,0.0,0.0,27.9,36.2,58.8,19,0.023,0.023,-1.269
50,6,1,6,trans,72.0,432.0,432.0,0.0,0.0,18.4,50.3,59.4,19,0.03,0.03,-1.275
50,7,0,6,trans,-15.7,344.0,344.0,0.0,0.0,47.0,19.0,58.9,19,0.023,0.023,-1.269
50,8,1,6,trans,11.3,371.0,371.0,0.0,0.0,-46.9,8.3,-28.8,19,0.03,0.03,-1.275
50,9,0,6,trans,-5.1,355.0,355.0,0.0,0.0,43.2,33.1,59.0,19,0.023,0.023,-1.269
50,10,1,6,trans,-0.7,359.0,359.0,0.0,0.0,29.9,32.4,59.6,19,0.03,0.03,-1.275
50,11,0,6,trans,-3.6,356.0,356.0,-21.3,0.0,0.6,47.5,59.2,19,0.023,0.023,-1.269
50,12,1,6,trans,-39.6,320.0,320.0,0.0,0.0,1.0,46.1,54.6,19,0.03,0.03,-1.275
50,13,0,6,trans,12.8,373.0,373.0,0.0,0.0,27.2,42.9,59.1,19,0.023,0.023,-1.269
50,14,1,6,trans,-11.1,349.0,349.0,17.3,0.0,38.2,22.5,59.4,19,0.03,0.03,-1.275
50,15,0,6,trans,-29.8,330.0,330.0,-41.6,0.0,-18.5,38.8,55.2,19,0.358,0.358,-1.61
50,16,1,6,trans,-6.3,354.0,354.0,0.0,0.0,53.2,7.4,59.5,19,0.016,0.016,-1.261
50,17,0,6,trans,107.9,468.0,468.0,19.8,0.0,17.2,49.3,59.1,19,0.716,0.716,-1.976
50,18,1,6,trans,-3.3,357.0,357.0,0.0,0.0,32.7,28.9,58.8,19,0.062,0.062,-1.308
50,19,0,6,trans,-13.6,346.0,346.0,-16.0,30.7,-40.1,11.9,-11.3,19,0.902,0.902,-2.166
50,20,1,7,peak,52.1,412.0,412.0,23.8,0.0,-22.4,37.5,56.2,19,0.466,0.466,-1.72
50,21,0,7,peak,14.8,375.0,375.0,14.7,0.0,19.2,45.6,59.6,19,1.088,1.088,-2.356
50,22,1,7,peak,12.2,372.0,372.0,0.0,0.0,15.9,55.3,59.8,19,0.84,0.84,-2.102
50,23,0,7,peak,-32.4,328.0,328.0,12.0,13.9,-45.9,19.4,30.8,19,0.568,0.568,-1.824
50,24,1,7,peak,-0.1,360.0,360.0,-1.8,0.0,-41.5,9.1,-19.3,19,0.544,0.544,-1.8
50,25,0,7,peak,58.3,418.0,418.0,26.0,0.0,32.4,39.9,59.4,19,0.013,0.013,-1.258
