ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,-81.0,360.0,360.0,0.0,0.0,-33.4,17.3,7.2,13,0.712,0.712,-1.827
50,1,0,6,trans,-29.3,360.0,360.0,0.0,0.0,-14.5,27.4,33.6,15,1.863,1.863,-2.729
50,2,1,6,trans,33.2,360.0,360.0,0.0,0.0,-35.1,32.8,58.0,19,0.712,0.712,-1.827
50,3,0,6,trans,65.6,360.0,360.0,0.0,0.0,-19.8,37.8,55.7,19,1.863,1.863,-2.729
50,4,1,6,trans,-25.7,360.0,360.0,0.0,0.0,-28.3,23.2,24.4,19,0.906,0.906,-1.98
50,5,0,6,trans,-21.4,360.0,360.0,0.0,0.0,-42.5,15.0,-11.1,19,0.931,0.931,-1.999
50,6,1,6,trans,51.6,360.0,360.0,0.0,0.0,-48.7,8.3,-25.6,19,1.1,1.1,-2.132
50,7,0,6,trans,-53.3,360.0,360.0,0.0,0.0,-24.1,23.0,35.3,19,0.0,0.0,-1.27
50,8,1,6,trans,-103.6,360.0,360.0,0.0,0.0,-41.3,14.7,-8.4,19,0.55,0.55,-1.701
50,9,0,6,trans,-40.0,360.0,360.0,-33.5,0.0,-39.5,19.7,20.2,19,0.0,0.0,-1.27
50,10,1,6,trans,-100.4,360.0,360.0,0.0,0.0,-39.1,19.6,6.4,19,0.011,0.011,-1.278
50,11,0,6,trans,-32.8,360.0,360.0,0.0,0.0,-21.5,31.6,43.4,19,0.373,0.373,-1.561
50,12,1,6,trans,1.7,360.0,360.0,-15.4,0.0,-39.3,20.7,15.6,19,0.022,0.022,-1.286
50,13,0,6,trans,26.3,360.0,360.0,-29.1,1.4,-25.2,31.5,44.8,19,1.204,1.204,-2.213
50,14,1,6,trans,-2.5,360.0,360.0,0.0,0.0,-43.5,17.7,22.7,19,0.011,0.011,-1.278
50,15,0,6,trans,84.5,360.0,360.0,-36.8,9.1,-35.0,32.2,28.5,19,2.035,2.035,-2.864
50,16,1,6,trans,-43.7,360.0,360.0,-16.4,0.0,-26.9,20.0,14.3,19,0.0,0.0,-1.27
50,17,0,6,trans,-83.0,360.0,360.0,-42.0,3.9,-23.2,25.7,32.0,19,1.204,1.204,-2.213
50,18,1,6,trans,-73.0,360.0,360.0,-31.8,9.1,-45.3,16.6,3.2,19,0.0,0.0,-1.27
50,19,0,6,trans,-27.2,360.0,360.0,-37.7,0.3,-50.5,10.5,-23.8,19,0.0,0.0,-1.27
50,20,1,7,peak,-67.5,360.0,360.0,-22.7,0.0,-29.6,29.7,48.8,19,0.0,0.0,-1.27
50,21,0,7,peak,-15.4,360.0,360.0,-37.6,0.2,-35.0,18.0,7.7,19,0.0,0.0,-1.27
50,22,1,7,peak,-70.9,360.0,360.0,-30.3,8.0,-32.2,26.6,29.9,19,0.0,0.0,-1.27
50,23,0,7,peak,-10.1,360.0,360.0,-39.6,1.9,-27.7,17.9,16.1,19,0.0,0.0,-1.27
50,24,1,7,peak,-10.4,360.0,360.0,-24.1,1.8,-28.1,33.2,54.7,19,0.475,0.475,-1.641
50,25,0,7,peak,-67.4,360.0,360.0,-41.5,0.0,-33.2,19.0,27.0,19,0.043,0.043,-1.303
50,26,1,7,peak,44.2,360.0,360.0,-30.4,4.5,-40.1,19.5,11.5,19,0.949,0.949,-2.013
50,27,0,7,peak,3.8,360.0,360.0,-23.8,0.0,-33.0,28.0,51.9,19,0.086,0.086,-1.337
50,28,1,7,peak,-32.3,360.0,360.0,-34.9,0.0,-20.3,27.3,36.8,19,1.284,1.284,-2.275
