ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,-8.7,351.0,351.0,0.0,0.0,-54.2,3.3,-47.0,14,0.0,0.0,-1.655
50,1,0,6,trans,-17.9,342.0,342.0,0.0,0.0,23.1,31.3,59.5,16,0.0,0.0,-1.655
50,2,1,6,trans,-80.7,279.0,279.0,0.0,0.0,6.5,45.5,59.7,19,0.0,0.0,-1.655
50,3,0,6,trans,7.0,367.0,367.0,0.0,0.0,-49.6,7.2,-33.5,19,0.0,0.0,-1.655
50,4,1,6,trans,-25.9,334.0,334.0,0.0,0.0,-46.1,6.8,-32.8,19,0.0,0.0,-1.655
50,5,0,6,trans,-25.9,334.0,334.0,0.0,0.0,1.8,51.2,59.9,19,0.0,0.0,-1.655
50,6,1,6,trans,52.2,412.0,412.0,0.0,0.0,-12.9,51.8,59.7,19,0.0,0.0,-1.655
50,7,0,6,trans,7.1,367.0,367.0,0.0,0.0,-46.5,9.6,-23.4,19,0.0,0.0,-1.655
50,8,1,6,trans,29.2,389.0,389.0,0.0,0.0,-47.7,7.3,-33.0,19,0.0,0.0,-1.655
50,9,0,6,trans,-4.5,356.0,356.0,0.0,0.0,-0.4,52.5,59.7,19,0.0,0.0,-1.655
50,10,1,6,trans,-1.5,358.0,358.0,0.0,0.0,-44.5,18.1,13.5,19,0.0,0.0,-1.655
50,11,0,6,trans,1.0,361.0,361.0,-54.5,0.0,-46.0,8.8,-28.3,19,0.0,0.0,-1.655
50,12,1,6,trans,-21.4,339.0,339.0,0.0,0.0,-35.7,24.6,50.2,19,0.0,0.0,-1.655
50,13,0,6,trans,42.8,403.0,403.0,-46.6,0.0,26.3,47.0,59.4,19,0.0,0.0,-1.655
50,14,1,6,trans,20.1,380.0,380.0,-49.7,0.0,-11.1,46.2,59.4,19,0.0,0.0,-1.655
50,15,0,6,trans,13.3,373.0,373.0,3.2,0.0,-44.7,7.9,-26.1,19,0.0,0.0,-1.655
50,16,1,6,trans,57.8,418.0,418.0,19.4,0.0,-45.8,9.0,-24.4,19,0.0,0.0,-1.655
50,17,0,6,trans,15.1,375.0,375.0,-47.4,0.0,17.6,50.7,59.8,19,0.0,0.0,-1.655
50,18,1,6,trans,2.6,363.0,363.0,-45.3,0.0,-49.3,6.8,-29.3,19,0.0,0.0,-1.655
50,19,0,6,trans,26.5,386.0,386.0,-30.2,15.0,-48.2,10.8,-13.8,19,0.0,0.0,-1.655
50,20,1,7,peak,-28.6,331.0,331.0,-1.1,0.0,-16.9,42.4,58.4,19,0.0,0.0,-1.655
50,21,0,7,peak,22.6,383.0,383.0,-45.2,0.0,10.4,49.2,59.5,19,0.0,0.0,-1.655
50,22,1,7,peak,52.1,412.0,412.0,0.0,0.0,-37.5,17.0,9.4,19,0.0,0.0,-1.655
50,23,0,7,peak,11.1,371.0,371.0,-36.5,0.0,-44.1,13.8,-8.6,19,0.0,0.0,-1.655
50,24,1,7,peak,-5.7,354.0,354.0,-24.8,21.5,-10.7,43.7,51.5,19,0.0,0.0,-1.655
50,25,0,7,peak,6.3,366.0,366.0,-46.1,0.0,0.3,51.2,59.2,19,0.0,0.0,-1.655
50,26,1,7,peak,93.8,454.0,454.0,-24.1,20.9,-38.1,15.8,3.5,19,0.0,0.0,-1.655
50,27,0,7,peak,20.7,381.0,381.0,-31.7,18.1,23.7,29.5,58.2,19,0.0,0.0,-1.655
50,28,1,7,peak,6.8,367.0,367.0,-11.4,33.7,-1.4,44.0,58.6,19,0.0,0.0,-1.655
50,29,0,7,peak,-5.4,355.0,355.0,-49.8,0.0,-43.7,13.1,-4.0,19,0.0,0.0,-1.655
