ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,-9.5,350.0,350.0,0.0,0.0,-44.0,15.8,5.4,14,0.051,0.051,-1.416
50,1,0,6,trans,-83.1,277.0,277.0,0.0,0.0,-42.3,19.0,19.2,16,0.051,0.051,-1.416
50,2,1,6,trans,-1.9,358.0,358.0,0.0,0.0,-47.8,14.0,-3.7,19,0.051,0.051,-1.416
50,3,0,6,trans,26.4,386.0,386.0,0.0,0.0,-17.6,36.0,57.0,19,0.051,0.051,-1.416
50,4,1,6,trans,-56.5,304.0,304.0,0.0,0.0,-43.6,16.8,0.1,19,0.051,0.051,-1.416
50,5,0,6,trans,-48.0,312.0,312.0,0.0,0.0,-38.8,18.9,15.8,19,0.051,0.051,-1.416
50,6,1,6,trans,-23.4,337.0,337.0,0.0,0.0,-43.7,15.9,18.7,19,0.051,0.051,-1.416
50,7,0,6,trans,18.7,379.0,379.0,0.0,0.0,-37.5,26.6,57.2,19,0.051,0.051,-1.416
50,8,1,6,trans,-8.4,352.0,352.0,0.0,0.0,-44.4,12.2,-10.7,19,0.051,0.051,-1.416
50,9,0,6,trans,11.7,372.0,372.0,0.0,0.0,-39.3,17.9,8.9,19,0.051,0.051,-1.416
50,10,1,6,trans,10.5,371.0,371.0,0.0,0.0,-47.4,9.0,-32.1,19,0.051,0.051,-1.416
50,11,0,6,trans,7.3,367.0,367.0,-38.4,0.0,-46.7,9.3,-28.0,19,0.051,0.051,-1.416
50,12,1,6,trans,-2.0,358.0,358.0,-41.9,0.0,-40.1,16.3,4.8,19,0.051,0.051,-1.416
50,13,0,6,trans,-10.7,349.0,349.0,-47.6,0.0,-22.2,39.4,59.4,19,0.051,0.051,-1.416
50,14,1,6,trans,-63.4,297.0,297.0,0.0,0.0,-49.3,9.1,-26.3,19,0.051,0.051,-1.416
50,15,0,6,trans,-36.1,324.0,324.0,-41.8,0.0,-40.7,16.5,-6.1,19,0.051,0.051,-1.416
50,16,1,6,trans,-17.9,342.0,342.0,-26.7,12.6,11.2,48.3,59.6,19,0.051,0.051,-1.416
50,17,0,6,trans,-16.7,343.0,343.0,-41.5,2.7,-31.8,34.3,54.6,19,0.051,0.051,-1.416
50,18,1,6,trans,-15.5,345.0,345.0,-38.6,0.7,-22.8,28.4,26.0,19,0.051,0.051,-1.416
50,19,0,6,trans,-5.3,355.0,355.0,-44.5,0.3,-46.4,14.1,-9.6,19,0.051,0.051,-1.416
50,20,1,7,peak,-8.3,352.0,352.0,-38.7,0.7,-22.2,32.5,59.2,19,0.051,0.051,-1.416
50,21,0,7,peak,-37.7,322.0,322.0,-44.8,0.0,-52.1,6.0,-37.4,19,0.051,0.051,-1.416
50,22,1,7,peak,-9.4,351.0,351.0,-42.9,3.5,-46.6,8.9,-29.4,19,0.051,0.051,-1.416
50,23,0,7,peak,-48.2,312.0,312.0,-43.1,3.0,-44.3,22.0,25.2,19,0.051,0.051,-1.416
50,24,1,7,peak,-34.7,325.0,325.0,-46.4,0.0,-41.6,18.1,24.5,19,0.051,0.051,-1.416
50,25,0,7,peak,1.2,361.0,361.0,-46.0,0.0,-45.0,15.0,3.9,19,0.051,0.051,-1.416
50,26,1,7,peak,-5.9,354.0,354.0,-29.0,10.9,-39.7,15.8,5.6,19,0.051,0.051,-1.416
50,27,0,7,peak,29.0,389.0,389.0,0.0,0.0,-27.2,28.2,42.4,19,0.051,0.051,-1.416
50,28,1,7,peak,-45.9,314.0,314.0,-18.1,0.0,-30.6,29.2,45.4,19,0.051,0.051,-1.416
50,29,0,7,peak,-2.4,358.0,358.0,-3.5,17.1,35.5,40.0,59.9,19,0.051,0.051,-1.416
50,30,1,7,peak,21.3,381.0,381.0,-36.8,9.5,2.1,54.3,59.9,19,0.051,0.051,-1.416
50,31,0,7,peak,1.0,361.0,361.0,-2.3,15.9,-10.6,24.5,23.1,19,0.051,0.051,-1.416
50,32,1,7,peak,1.4,361.0,361.0,-49.2,2.9,-19.9,30.7,37.5,19,0.051,0.051,-1.416
50,33,0,7,peak,-23.4,337.0,337.0,-31.8,13.7,-45.7,25.5,54.9,19,0.051,0.051,-1.416
50,34,1,7,peak,-15.9,344.0,344.0,-48.2,3.8,20.1,46.2,59.9,19,0.051,0.051,-1.416
50,35,0,7,peak,-74.4,286.0,286.0,-43.7,1.9,-31.9,26.1,28.0,19,0.051,0.051,-1.416
50,36,1,7,peak,-16.6,343.0,343.0,-44.9,0.5,-12.2,27.6,33.7,19,0.051,0.051,-1.416
50,37,0,7,peak,15.2,375.0,375.0,-40.6,1.2,17.9,47.7,60.0,19,0.051,0.051,-1.416
50,38,1,7,peak,-0.4,360.0,360.0,-35.3,10.1,-24.1,39.5,59.4,19,0.051,0.051,-1.416
50,39,0,7,peak,-17.5,342.0,342.0,-34.4,5.0,-13.7,26.7,26.1,19,0.796,0.796,-2.137
50,40,1,8,peak,-8.2,352.0,352.0,-25.3,0.0,-36.8,22.3,34.7,19,0.459,0.459,-1.811
50,41,0,8,peak,-30.5,330.0,330.0,-29.4,0.0,-24.6,26.5,57.2,19,0.823,0.823,-2.163
50,42,1,8,peak,-14.5,345.0,345.0,0.0,0.0,-37.4,14.0,-1.4,19,0.465,0.465,-1.817
50,43,0,8,peak,51.8,412.0,412.0,-18.6,0.0,53.2,25.1,59.9,19,0.761,0.761,-2.103
50,44,1,8,peak,-5.2,355.0,355.0,0.0,0.0,-21.2,26.2,21.5,19,0.104,0.104,-1.467
50,45,0,8,peak,-21.2,339.0,339.0,0.0,0.0,2.5,21.1,47.9,19,0.91,0.91,-2.247
50,46,1,8,peak,18.5,379.0,379.0,-40.5,0.0,-28.3,19.8,31.9,19,0.49,0.49,-1.841
50,47,0,8,peak,46.3,406.0,406.0,0.0,0.0,-19.8,25.9,31.1,19,1.309,1.309,-2.633
50,48,1,8,peak,-24.1,336.0,336.0,-29.4,0.0,-39.4,13.9,-7.0,19,0.595,0.595,-1.942
50,49,0,8,peak,-24.9,335.0,335.0,0.0,0.0,-7.9,40.1,59.8,19,1.515,1.515,-2.832
50,50,1,8,peak,-27.7,332.0,332.0,0.0,0.0,0.9,48.9,60.0,19,0.314,0.314,-1.67
50,51,0,8,peak,-28.1,332.0,332.0,22.1,0.0,25.2,43.9,59.9,19,0.468,0.468,-1.819
50,52,1,8,peak,-9.6,350.0,350.0,0.0,0.0,-21.2,20.7,19.8,19,0.209,0.209,-1.569
50,53,0,8,peak,30.8,391.0,391.0,-35.5,0.0,-5.3,27.7,24.6,19,0.088,0.088,-1.452
50,54,1,8,peak,9.9,370.0,370.0,-12.3,0.0,-32.7,19.8,30.0,19,0.238,0.238,-1.596
50,55,0,8,peak,2.1,362.0,362.0,-37.6,0.0,-21.6,27.2,29.6,19,0.56,0.56,-1.908
50,56,1,8,peak,-17.0,343.0,343.0,20.0,0.0,-27.8,34.8,58.9,19,0.277,0.277,-1.635
50,57,0,8,peak,-9.2,351.0,351.0,-22.9,0.0,-29.2,20.3,13.0,19,0.866,0.866,-2.205
50,58,1,8,peak,-4.8,355.0,355.0,0.0,0.0,-22.7,32.6,44.7,19,0.564,0.564,-1.912
50,59,0,8,peak,28.2,388.0,388.0,-24.6,1.6,-20.0,26.3,38.4,19,0.846,0.846,-2.185
50,60,1,9,peak,19.4,379.0,379.0,4.7,0.0,-18.4,26.9,27.6,19,1.147,1.147,-2.477
50,61,0,9,peak,-5.4,355.0,355.0,-26.2,0.0,45.8,34.0,60.0,19,1.075,1.075,-2.407
50,62,1,9,peak,-11.9,348.0,348.0,-19.8,0.0,53.7,22.9,60.0,19,1.579,1.579,-2.895
50,63,0,9,peak,23.4,383.0,383.0,0.0,0.0,27.5,35.8,59.8,19,1.241,1.241,-2.568
50,64,1,9,peak,-54.6,305.0,305.0,53.5,0.0,9.3,19.0,49.9,19,1.182,1.182,-2.51
50,65,0,9,peak,-0.7,359.0,359.0,-38.9,0.0,-12.2,21.7,29.1,19,1.191,1.191,-2.519
50,66,1,9,peak,4.3,364.0,364.0,53.5,0.0,-40.0,19.8,11.4,19,0.445,0.445,-1.797
50,67,0,9,peak,-20.5,339.0,339.0,-33.5,0.0,-27.6,25.6,34.0,19,0.872,0.872,-2.21
50,68,1,9,peak,21.0,381.0,381.0,-6.2,0.0,-33.7,25.2,50.4,19,0.245,0.245,-1.604
50,69,0,9,peak,22.7,383.0,383.0,0.0,0.0,-15.7,30.1,42.6,19,1.245,1.245,-2.572
50,70,1,9,peak,-36.7,323.0,323.0,26.9,0.0,-28.1,30.7,45.5,19,0.729,0.729,-2.072
50,71,0,9,peak,5.2,365.0,365.0,-23.4,0.0,-24.8,27.6,25.5,19,1.524,1.524,-2.842
50,72,1,9,peak,57.5,417.0,417.0,-25.0,0.0,-6.9,39.4,54.7,19,1.443,1.443,-2.763
50,73,0,9,peak,6.3,366.0,366.0,-21.0,0.0,44.2,35.6,60.0,19,1.306,1.306,-2.631
50,74,1,9,peak,-12.6,347.0,347.0,-25.0,0.0,44.4,37.0,60.0,19,1.561,1.561,-2.877
50,75,0,9,peak,8.9,369.0,369.0,-21.0,0.0,8.4,18.7,30.7,19,0.89,0.89,-2.228
50,76,1,9,peak,16.3,376.0,376.0,-18.9,0.0,-4.1,26.5,59.2,19,1.093,1.093,-2.425
50,77,0,9,peak,-16.4,344.0,344.0,-18.3,0.0,34.0,41.9,59.9,19,0.699,0.699,-2.043
50,78,1,9,peak,-55.3,305.0,305.0,-18.9,0.0,-43.9,12.5,-12.6,19,0.798,0.798,-2.139
50,79,0,9,peak,87.0,447.0,447.0,11.1,0.0,-21.6,24.5,8.8,19,1.035,1.035,-2.369
50,80,1,10,off,16.0,376.0,376.0,-28.2,0.0,26.7,47.4,59.8,19,1.021,1.021,-2.354
50,81,0,10,off,2.3,362.0,362.0,-33.7,0.0,-15.1,25.7,21.1,19,1.191,1.191,-2.519
50,82,1,10,off,15.6,376.0,376.0,17.0,29.6,-14.5,27.0,28.4,19,2.184,2.184,-3.48
50,83,0,10,off,-13.7,346.0,346.0,54.0,0.0,-10.1,36.1,54.9,19,1.549,1.549,-2.866
50,84,1,10,off,-3.6,356.0,356.0,-12.6,0.0,-11.3,33.2,45.3,19,2.343,2.343,-3.634
50,85,0,10,off,21.9,382.0,382.0,54.0,0.0,-26.3,23.7,39.8,19,0.952,0.952,-2.288
50,86,1,10,off,-1.5,358.0,358.0,-17.2,4.7,41.2,38.8,59.9,19,1.413,1.413,-2.734
50,87,0,10,off,-92.0,268.0,268.0,0.0,0.0,48.6,32.6,60.0,19,0.774,0.774,-2.116
50,88,1,10,off,-33.7,326.0,326.0,-17.2,4.7,25.0,32.6,58.6,19,1.397,1.397,-2.718
50,89,0,10,off,-0.2,360.0,360.0,-4.6,0.0,5.9,29.4,56.9,19,0.955,0.955,-2.291
50,90,1,10,off,-0.4,360.0,360.0,-21.9,0.0,-6.7,30.4,39.1,19,0.894,0.894,-2.231
50,91,0,10,off,6.4,366.0,366.0,0.0,0.0,-30.0,21.7,14.5,19,0.634,0.634,-1.98
50,92,1,10,off,-16.7,343.0,343.0,-5.5,14.0,28.8,43.7,59.9,19,0.839,0.839,-2.179
50,93,0,10,off,-7.5,353.0,353.0,-12.5,0.0,-27.5,32.2,43.1,19,0.749,0.749,-2.091
50,94,1,10,off,-54.1,306.0,306.0,-13.3,0.0,-2.7,28.8,34.8,19,1.771,1.771,-3.081
50,95,0,10,off,-5.5,354.0,354.0,45.1,0.0,-14.3,29.8,53.1,19,1.002,1.002,-2.336
50,96,1,10,off,44.0,404.0,404.0,35.3,0.0,-2.5,37.3,46.9,19,2.244,2.244,-3.539
50,97,0,10,off,-37.5,322.0,322.0,28.2,0.0,-46.1,14.0,-17.9,19,0.944,0.944,-2.28
50,98,1,10,off,-10.9,349.0,349.0,14.1,21.2,40.8,39.4,59.9,19,1.87,1.87,-3.176
50,99,0,10,off,-25.1,335.0,335.0,0.0,0.0,-38.0,16.8,-2.4,19,0.656,0.656,-2.001
50,100,1,11,off,31.7,392.0,392.0,-7.0,0.0,18.9,35.6,59.4,19,1.231,1.231,-2.558
50,101,0,11,off,28.4,388.0,388.0,-8.7,0.0,21.6,49.8,60.0,19,0.837,0.837,-2.177
50,102,1,11,off,43.0,403.0,403.0,-15.5,8.5,-13.4,24.4,17.8,19,0.839,0.839,-2.179
50,103,0,11,off,3.7,364.0,364.0,0.0,0.0,-3.9,29.2,41.0,19,0.457,0.457,-1.809
50,104,1,11,off,-94.3,266.0,266.0,-15.5,8.5,-18.1,23.3,22.4,19,0.52,0.52,-1.87
50,105,0,11,off,-20.3,340.0,340.0,0.0,0.0,44.7,31.4,60.0,19,0.628,0.628,-1.974
50,106,1,11,off,-3.2,357.0,357.0,8.3,0.0,-8.7,41.9,58.1,19,0.879,0.879,-2.217
50,107,0,11,off,6.0,366.0,366.0,42.2,0.0,1.8,25.4,38.2,19,1.123,1.123,-2.453
50,108,1,11,off,10.0,370.0,370.0,-23.2,0.0,-25.0,25.1,44.0,19,0.74,0.74,-2.083
50,109,0,11,off,23.3,383.0,383.0,0.0,0.0,-19.3,31.7,52.6,19,1.419,1.419,-2.739
50,110,1,11,off,-15.9,344.0,344.0,17.9,31.1,-13.9,36.0,58.6,19,0.284,0.284,-1.641
50,111,0,11,off,-7.3,353.0,353.0,0.0,0.0,12.1,50.1,59.9,19,1.412,1.412,-2.733
50,112,1,11,off,26.7,387.0,387.0,17.9,31.1,35.5,40.5,59.9,19,0.648,0.648,-1.994
50,113,0,11,off,-53.3,307.0,307.0,0.0,0.0,2.0,24.1,29.1,19,0.63,0.63,-1.977
50,114,1,11,off,-13.3,347.0,347.0,-29.9,16.7,5.2,33.3,57.5,19,0.442,0.442,-1.795
50,115,0,11,off,-5.6,354.0,354.0,0.0,0.0,46.4,28.6,60.0,19,0.804,0.804,-2.144
50,116,1,11,off,31.5,391.0,391.0,-40.7,5.9,-26.7,26.2,33.6,19,0.24,0.24,-1.599
50,117,0,11,off,-50.1,310.0,310.0,-15.8,0.0,0.0,21.7,25.0,19,0.664,0.664,-2.009
