timestamp,bid_price_1,ask_price_1,bid_size_1,ask_size_1
0.0,100.00545664048134,100.01545664048133,1250.1845230036224,1249.8154769963776
1.0,99.97408132455134,99.98463801695517,1280.3915975368352,1218.9231698404515
2.0,99.93964667676062,99.95074922618389,1323.287258253031,1173.9736894311054
3.0,99.98744292925842,99.99906987583073,1467.847474746714,1025.9966955508548
4.0,99.96859609875138,99.98071577580832,1449.437917732215,1039.6358826346882
5.0,99.98384022502574,99.9964113754645,1655.8644357641522,827.0984773803818
6.0,99.95683568964738,99.96980826894928,1653.5682116935461,821.9600464540307
7.0,99.9868517479186,100.00016789820883,1682.981948628537,783.8082646200639
8.0,99.97708023302503,99.99067540921023,1532.3185196426784,924.454209178622
9.0,99.93643346430302,99.95023769036821,1487.859613497286,957.6436485968975
10.0,99.93229320656343,99.94623243757547,1527.087438599517,905.9252632927023
11.0,99.9465847217362,99.96058228504427,1633.4824711767565,785.8528127959556
12.0,99.9464711099638,99.96044919754527,1853.7452633303499,550.7632338571241
13.0,99.93721707715979,99.95109826006488,1476.1022915353478,912.4706891931378
14.0,99.94597910804765,99.95968784346593,1827.4944861260524,544.0779266126447
15.0,99.939042311664,99.95250641327914,1607.928504571392,745.6248860218818
16.0,99.9178248985421,99.93097694155652,1668.706135601134,665.8591675782951
17.0,99.89775669033105,99.9105353238129,1927.2890987756496,387.37109674926927
18.0,99.94071241678154,99.9530635577907,1742.416155812154,551.4764703340825
19.0,99.9465748234025,99.95845270965364,1627.455632250045,644.8638852574686
20.0,99.95726193917221,99.96863001974552,1675.7658779303015,574.2341220696986
21.0,99.96936275449853,99.98019440126181,1445.2671905320926,781.7280593376809
22.0,99.92166917708322,99.9319482029782,1731.6144555529106,471.75386598498955
23.0,99.93670317168073,99.94642414578576,1602.9508072643089,576.2331675083415
24.0,100.0160037533238,100.02517210656053,1342.5878318668892,811.9206653205847
25.0,99.97976898216116,99.98840090158787,1454.8883560006507,674.52116655061
26.0,100.00764699934261,100.01576911309148,1296.717536889394,807.2383085194855
27.0,100.03713357384169,100.0447824328325,1192.1750220785023,886.0422104416132
28.0,100.06473090445026,100.07195227096842,1135.281123562351,916.9831080714755
29.0,100.04465564856872,100.0515036055543,1246.2081556174867,779.959822503985
30.0,100.03400516750182,100.04054106588669,1024.3766332467535,975.6233667532467
31.0,99.99472467522403,100.00101593980577,945.2499511675851,1028.582070710943
32.0,99.98906642023556,99.99518523733045,794.805112633803,1152.9306557323703
33.0,100.02808737630545,100.03410928872398,901.2126469978502,1020.5701204820344
34.0,100.00114052739104,100.00714296408296,585.3766247283219,1310.6675298627986
35.0,99.92715989078455,99.93322065977252,750.6945310008587,1119.8959464478808
36.0,99.92243487580171,99.92863064973653,573.152199037882,1272.3393037746441
37.0,99.942307325132,99.9487121489468,712.6855674565697,1108.1304577707801
38.0,99.92774227327958,99.93442612298936,495.8745972847865,1300.7570811773135
39.0,99.97566079872368,99.98268821942176,465.4289992105858,1307.575750919641
40.0,99.95920586890233,99.96663471846358,413.2826554585879,1336.717344541412
41.0,99.9482954059437,99.95617572888676,466.3533855539157,1261.327096938571
42.0,99.90371453175823,99.91208758518593,386.6421551264606,1319.465218727303
43.0,99.88119703263858,99.89009448321532,388.16429821972696,1297.1755062553545
44.0,99.89713392209467,99.90657722969084,493.75832836801806,1171.6763684525529
45.0,99.91571933492263,99.92571933492262,368.0654169297715,1278.3811924769548
46.0,99.9453985612816,99.95595525368545,335.64222148376075,1292.7853657775422
47.0,99.95812923033769,99.96923177976096,371.73274477728353,1239.6942744942312
48.0,99.96336996337435,99.97499690994665,256.8834867972254,1338.6080160153008
49.0,99.88307655869333,99.89519623575028,233.12078247701518,1347.5439335502729
50.0,99.84209597724153,99.85466712768029,381.6779929759688,1185.309305131812
51.0,99.91412889013286,99.92710146943476,446.70561446643524,1107.791123439381
52.0,99.88728006134488,99.9005962116351,379.21998754593807,1164.0072836327615
53.0,99.89817085223473,99.91176602841992,503.37319536814243,1029.8365913832567
54.0,99.88727775043085,99.90108197649604,499.6832551380255,1024.7884867143978
55.0,99.90176083760305,99.9157000686151,613.8656852887036,903.1714015667621
56.0,99.89776712235196,99.91176468566003,492.75363716722626,1018.172562465871
57.0,99.85718000668113,99.87115809426261,628.2741338430026,877.8816958594286
58.0,99.82639268125823,99.84027386416332,688.8775682552129,813.8614840606504
59.0,99.83364846396402,99.8473571993823,794.7308971990824,705.9543354236307
60.0,99.81579369691035,99.82925779852549,758.0375837192141,741.9624162807859
61.0,99.74804005823565,99.76119210125007,782.8005439771133,717.8846886455998
62.0,99.76324055119348,99.77601918467532,735.2770944925556,767.4619578233077
63.0,99.79429451610353,99.8066456571127,688.713325891654,817.4425038107772
64.0,99.82117580631422,99.83305369256536,766.1707139656432,744.7554856674539
65.0,99.85040829073216,99.86177637130547,890.1521215281078,626.8849653273579
66.0,99.80123373679582,99.8120653835591,1020.6308078919851,503.8409339604381
67.0,99.85873798140085,99.86901700729584,1163.6446570797593,369.56512967163957
68.0,99.85910584838784,99.86882682249286,1080.9018943641513,462.3253768145482
69.0,99.83304277590177,99.8422111291385,1108.1815349601043,446.31520294571186
70.0,99.82242605272653,99.83105797215323,1259.9709110398398,307.0163870679407
71.0,99.80590773766309,99.81402985141196,1182.5799598954393,398.0847561318488
72.0,99.77061445357693,99.77826331256774,1155.0978051336137,440.3936976789125
73.0,99.77371427480486,99.78093564132303,1360.7127420497118,250.7142772218025
74.0,99.78642129634835,99.79326925333393,1353.954193196958,274.47339406434503
75.0,99.78674934162339,99.79328524000826,1207.3982222654229,439.04838714130335
76.0,99.79553805621173,99.80182932079346,1232.2212542315312,433.21344258903935
77.0,99.79368384444906,99.79980266154395,1258.0633224014446,427.27648207363654
78.0,99.77423496823872,99.78025688065725,1158.1501481219166,547.9572257318467
79.0,99.75726255214022,99.76326498883213,1469.337748570822,258.3427339216646
80.0,99.78088481110994,99.7869455800979,1181.0948778707946,568.9051221292053
81.0,99.73624814933994,99.74244392327476,1430.6659105772967,342.33883955292987
82.0,99.72442568518848,99.73083050900327,1243.005943900784,553.6257345613155
83.0,99.75654888057029,99.76323273028008,1053.0684898708914,767.7475353564588
84.0,99.76178769939962,99.7688151200977,1218.4568076178036,627.0346951947226
85.0,99.78293130057142,99.79036015013267,1108.065428787642,762.5250486610977
86.0,99.78094164682072,99.78882196976379,1098.747606575164,797.2965480159562
87.0,99.74097811988737,99.74935117331508,996.413666230916,925.3691012489686
88.0,99.72374306968466,99.7326405202614,1241.3068591831952,706.4289091829775
89.0,99.7267422547043,99.73618556230048,1078.1981402896934,895.6338815888352
90.0,99.71021024395574,99.72021024395573,947.0625756685381,1052.937424331462
91.0,99.69848309113705,99.70903978354089,1031.4403173865958,994.7276607348764
92.0,99.69913556703784,99.71023811646111,890.1442981208643,1162.1199335129622
93.0,99.72030064490706,99.73192759147936,1009.2047863969317,1069.0124461231837
94.0,99.69964861653304,99.71176829358998,864.9434840100569,1239.0123613988228
95.0,99.72938053102537,99.74195168146413,595.3443107898469,1534.0652117614136
96.0,99.71681934683004,99.72979192613194,853.9305741983741,1300.5779229890995
97.0,99.74013489742259,99.75345104771282,759.4502214530025,1419.7337533196473
98.0,99.7667802104659,99.78037538665109,761.2775044481425,1442.0908170897571
99.0,99.8140416801989,99.82784590626409,557.1569483354812,1669.8383015342922
100.0,99.83542014804655,99.8493593790586,420.8567185398079,1829.1432814601922
101.0,99.85517468799088,99.86917225129895,632.638576242842,1639.6809412646714
102.0,99.89918466998789,99.91316275756937,805.6149903912323,1488.2776357550044
103.0,99.83457295155549,99.84845413446058,375.6665614172779,1938.9936341076407
104.0,99.78747443009696,99.80118316551524,643.2190175193189,1691.3462856601102
105.0,99.80876247035687,99.82222657197201,527.7977082127076,1825.7556823805658
106.0,99.725375000413,99.73852704342742,303.2734493540683,2068.2989633846287
107.0,99.71412035087228,99.72689898435412,588.9441125724348,1799.6288681560504
108.0,99.70641989494105,99.71877103595021,537.9156586146461,1866.5928385728275
109.0,99.64381266167493,99.65569054792607,476.95758693095394,1942.3776970417578
110.0,99.59924844264559,99.6106165232189,612.7389767232421,1820.2737251689773
111.0,99.60790332501796,99.61873497178124,437.5285277590276,2007.9747343351562
112.0,99.6107341007123,99.6210131266073,717.2578821376524,1739.514846683648
113.0,99.58000922720784,99.58973020131286,633.0557932861872,1833.7344199624135
114.0,99.54015440000124,99.54932275323797,689.2278488870435,1786.3004092605333
115.0,99.50456621942926,99.51319813885597,929.1854927772874,1553.7774203672466
116.0,99.51108104389317,99.51920315764204,1019.3040978947186,1469.7697024721847
117.0,99.45832873959071,99.46597759858153,1338.0221771766542,1155.8219931209146
118.0,99.45494083325056,99.46216219976873,1238.8872296907725,1258.3737179933642
119.0,99.40285971533248,99.40970767231806,1175.7098797262918,1323.6048876509951
120.0,99.42621298447888,99.43274888286375,1180.9709280913003,1319.0290719086997
121.0,99.42652166785717,99.4328129324389,1309.132640158746,1190.182127218541
122.0,99.46576488304216,99.47188370013704,1347.8534292065183,1149.4075184776184
123.0,99.38868509493044,99.39470700734897,1455.6351942150502,1038.2089760825186
124.0,99.32104789551643,99.32705033220834,1419.5890395136198,1069.4847608532832
125.0,99.3029603594704,99.30902112845837,1098.4967971265598,1384.4661160179742
126.0,99.3008117449278,99.30700751886262,1835.986760132824,639.5414980147527
127.0,99.273785534744,99.28019035855878,1513.7659786540667,953.0242345945343
128.0,99.28080752826612,99.28749137797591,1897.1238831853364,559.6488456359641
129.0,99.28548390025446,99.29251132095254,1773.869336335406,671.633925758778
130.0,99.318482129279,99.32591097884026,1801.5510224747588,631.4616794174606
131.0,99.33143124369734,99.3393115666404,1897.675884318765,521.6593996539468
132.0,99.35602171870423,99.36439477213193,1680.6755545100832,723.8329426773907
133.0,99.3981521092107,99.40704955978744,1738.7277012323452,649.8452794961402
134.0,99.39835475238274,99.40779805997892,1653.5325525329606,718.0398602057368
135.0,99.35628498817476,99.36628498817475,1822.9647905308007,530.5886000624732
136.0,99.41355480376072,99.42411149616456,2046.9744520573142,287.59085112211494
137.0,99.45014634264244,99.46124889206571,1715.5695770560174,599.0906184689012
138.0,99.36464140602793,99.37626835260023,1799.0107683968804,494.881857749356
139.0,99.36933265922993,99.38145233628687,1741.1622894469149,531.1572280605984
140.0,99.33816597134037,99.35073712177913,1672.087561310684,577.9124386893167
141.0,99.33755342429754,99.35052600359944,1572.9687253575846,654.0265245121888
142.0,99.35364217016823,99.36695832045845,1709.0436963036477,494.3246252342524
143.0,99.41354657726674,99.42714175345193,1489.8593023804642,689.3246723921857
144.0,99.40384398844574,99.41764821451093,1353.73385379149,800.774643395984
145.0,99.46060174102863,99.47454097204067,1125.381645349143,1004.0278772021182
146.0,99.49155870818744,99.50555627149551,1409.0455689620817,694.9102764467984
147.0,99.49899023095153,99.51296831853301,1299.121814736962,779.0954177831534
148.0,99.49245739219788,99.50633857510297,1170.0062051097545,882.258026524072
149.0,99.49490983216243,99.50861856758071,1046.5751311805036,979.5928469409688
150.0,99.51318886094042,99.52665296255556,1181.4195413876537,818.5804586123465
151.0,99.49436615601398,99.50751819902841,923.2541351469639,1050.5778867315648
152.0,99.5477050393076,99.56048367278945,788.2961430371903,1159.4396253289833
153.0,99.545626494866,99.55797763587516,856.003487497555,1065.7792799823292
154.0,99.50392142693633,99.51579931318747,696.5620892966873,1199.4820652944336
155.0,99.52885981698549,99.5402278975588,670.584812512534,1200.005664936206
156.0,99.51522586623686,99.52605751300014,580.9733128310269,1264.5181899814995
157.0,99.51199009702317,99.52226912291816,551.2102132273421,1269.6058120000077
158.0,99.49640636728341,99.50612734138844,359.42428853478765,1437.2073899273123
