ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,-20.4,340.0,340.0,0.0,0.0,-49.8,10.3,-22.8,14,0.0,0.0,-1.953
50,1,0,6,trans,-1.9,358.0,358.0,0.0,0.0,-42.5,17.2,13.3,16,0.0,0.0,-1.953
50,2,1,6,trans,78.2,438.0,438.0,0.0,0.0,-50.7,5.3,-42.6,19,0.0,0.0,-1.953
50,3,0,6,trans,-51.1,309.0,309.0,0.0,0.0,-25.5,35.1,43.1,19,0.0,0.0,-1.953
50,4,1,6,trans,108.7,469.0,469.0,0.0,0.0,-45.3,14.5,-12.2,19,0.0,0.0,-1.953
50,5,0,6,trans,-5.7,354.0,354.0,0.0,0.0,-29.2,39.1,56.9,19,0.0,0.0,-1.953
50,6,1,6,trans,-6.1,354.0,354.0,0.0,0.0,-39.9,22.7,30.9,19,0.0,0.0,-1.953
50,7,0,6,trans,3.2,363.0,363.0,0.0,0.0,-30.1,24.1,24.2,19,0.0,0.0,-1.953
50,8,1,6,trans,-17.9,342.0,342.0,0.0,0.0,-38.8,32.2,54.4,19,0.0,0.0,-1.953
50,9,0,6,trans,64.1,424.0,424.0,0.0,0.0,-52.6,5.3,-44.7,19,0.0,0.0,-1.953
50,10,1,6,trans,-26.3,334.0,334.0,0.0,0.0,-41.7,21.5,11.1,19,0.0,0.0,-1.953
50,11,0,6,trans,49.2,409.0,409.0,-50.0,0.0,-44.6,18.3,-0.9,19,0.0,0.0,-1.953
50,12,1,6,trans,-6.3,354.0,354.0,-42.6,0.0,-51.7,10.1,-11.4,19,0.0,0.0,-1.953
50,13,0,6,trans,22.5,383.0,383.0,-45.6,0.0,-36.8,20.0,9.0,19,0.0,0.0,-1.953
50,14,1,6,trans,-22.6,337.0,337.0,-21.8,0.0,-48.7,16.4,17.8,19,0.0,0.0,-1.953
50,15,0,6,trans,70.9,431.0,431.0,-41.7,0.0,-49.6,11.6,-6.9,19,0.0,0.0,-1.953
50,16,1,6,trans,-26.6,333.0,333.0,0.0,0.0,-42.6,17.5,12.6,19,0.0,0.0,-1.953
50,17,0,6,trans,-38.5,322.0,322.0,-35.5,0.0,-47.6,16.9,1.7,19,0.0,0.0,-1.953
50,18,1,6,trans,85.8,446.0,446.0,-26.2,1.0,-48.6,12.8,-4.5,19,0.0,0.0,-1.953
50,19,0,6,trans,-28.4,332.0,332.0,0.0,0.0,-41.7,16.5,-2.3,19,0.0,0.0,-1.953
50,20,1,7,peak,-44.1,316.0,316.0,-39.3,12.1,-42.2,19.3,16.4,19,0.0,0.0,-1.953
