ep,tid,dir,hour,period,delta_t,base_hw,eff_hw,s_hold_mean,s_hold_std,hold_mean,hold_std,hold_max,hold_n,gap_dev,penalty,reward
50,0,1,6,trans,-24.6,360.0,360.0,0.0,0.0,-40.0,34.4,51.8,14,2.658,2.658,-3.12
50,1,0,6,trans,-56.9,360.0,360.0,0.0,0.0,-15.7,30.1,51.2,15,1.01,1.01,-1.708
50,2,1,6,trans,103.8,360.0,360.0,0.0,0.0,-46.4,11.3,-22.7,19,2.387,2.387,-2.888
50,3,0,6,trans,39.2,360.0,360.0,0.0,0.0,-20.1,37.9,58.4,19,0.609,0.609,-1.365
50,4,1,6,trans,21.4,360.0,360.0,0.0,0.0,-29.8,23.7,24.7,19,1.329,1.329,-1.982
50,5,0,6,trans,47.9,360.0,360.0,0.0,0.0,-40.3,20.9,11.3,19,0.402,0.402,-1.187
50,6,1,6,trans,-31.6,360.0,360.0,0.0,0.0,-43.3,21.0,15.0,19,0.658,0.658,-1.407
50,7,0,6,trans,70.5,360.0,360.0,0.0,0.0,-55.4,5.5,-38.5,19,1.205,1.205,-1.875
50,8,1,6,trans,30.5,360.0,360.0,0.0,0.0,-42.7,19.2,4.0,19,0.774,0.774,-1.506
50,9,0,6,trans,-63.4,360.0,360.0,0.0,0.0,-24.1,24.2,17.5,19,0.933,0.933,-1.642
50,10,1,6,trans,-8.9,360.0,360.0,0.0,0.0,-41.0,19.7,8.8,19,0.839,0.839,-1.562
50,11,0,6,trans,2.3,360.0,360.0,0.0,0.0,-47.5,21.7,36.1,19,0.026,0.026,-0.866
50,12,1,6,trans,35.9,360.0,360.0,0.0,0.0,-41.0,25.0,44.4,19,0.903,0.903,-1.617
50,13,0,6,trans,2.6,360.0,360.0,0.0,0.0,-45.5,18.9,22.4,19,0.026,0.026,-0.866
50,14,1,6,trans,-61.4,360.0,360.0,0.0,0.0,-40.9,19.4,5.8,19,0.452,0.452,-1.23
50,15,0,6,trans,-13.3,360.0,360.0,0.0,0.0,-23.8,32.2,45.8,19,0.026,0.026,-0.866
50,16,1,6,trans,-33.9,360.0,360.0,0.0,0.0,-41.3,14.4,-8.8,19,0.0,0.0,-0.844
50,17,0,6,trans,-77.7,360.0,360.0,0.0,0.0,-46.7,12.3,-14.3,19,0.0,0.0,-0.844
50,18,1,6,trans,-66.1,360.0,360.0,0.0,0.0,-35.4,23.6,38.5,19,0.0,0.0,-0.844
50,19,0,6,trans,-1.8,360.0,360.0,0.0,0.0,-24.7,28.6,34.5,19,0.0,0.0,-0.844
50,20,1,7,peak,-44.8,360.0,360.0,0.0,0.0,-48.3,20.8,28.8,19,0.0,0.0,-0.844
